"gene","module","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"FUN_000323","ME2","ntLink_6:1516506-1542576","Q9QYF3","Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle)","Rattus norvegicus (Rat)","actin filament organization [GO:0007015]; actin filament-based movement [GO:0030048]; axo-dendritic protein transport [GO:0099640]; cellular response to insulin stimulus [GO:0032869]; chemical synaptic transmission [GO:0007268]; developmental pigmentation [GO:0048066]; dopamine metabolic process [GO:0042417]; endoplasmic reticulum localization [GO:0051643]; establishment of endoplasmic reticulum localization to postsynapse [GO:0099089]; exocytosis [GO:0006887]; hair follicle maturation [GO:0048820]; insulin secretion [GO:0030073]; locomotion involved in locomotory behavior [GO:0031987]; long-chain fatty acid biosynthetic process [GO:0042759]; macroautophagy [GO:0016236]; melanin biosynthetic process [GO:0042438]; melanin metabolic process [GO:0006582]; melanocyte differentiation [GO:0030318]; melanosome localization [GO:0032400]; melanosome transport [GO:0032402]; myelination [GO:0042552]; negative regulation of dopamine secretion [GO:0033602]; negative regulation of synaptic transmission, glutamatergic [GO:0051967]; neuromuscular process controlling balance [GO:0050885]; odontogenesis [GO:0042476]; pigmentation [GO:0043473]; positive regulation of cellular response to insulin stimulus [GO:1900078]; positive regulation of cytochrome-c oxidase activity [GO:1904960]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; post-Golgi vesicle-mediated transport [GO:0006892]; protein localization to plasma membrane [GO:0072659]; protein-containing complex assembly [GO:0065003]; reactive gliosis [GO:0150103]; regulation of exocytosis [GO:0017157]; regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity [GO:0031585]; regulation of postsynaptic cytosolic calcium ion concentration [GO:0099566]; secretory granule localization [GO:0032252]; synapse organization [GO:0050808]; vesicle transport along actin filament [GO:0030050]; vesicle-mediated transport [GO:0016192]; visual perception [GO:0007601]","GO:0000146; GO:0000149; GO:0001726; GO:0001750; GO:0003774; GO:0003779; GO:0005509; GO:0005516; GO:0005524; GO:0005737; GO:0005790; GO:0005794; GO:0005829; GO:0005882; GO:0006582; GO:0006887; GO:0006892; GO:0007015; GO:0007268; GO:0007601; GO:0008021; GO:0015629; GO:0016020; GO:0016192; GO:0016236; GO:0016459; GO:0016461; GO:0017075; GO:0017157; GO:0019901; GO:0030048; GO:0030050; GO:0030073; GO:0030141; GO:0030318; GO:0030424; GO:0030425; GO:0031267; GO:0031585; GO:0031982; GO:0031987; GO:0032252; GO:0032400; GO:0032402; GO:0032433; GO:0032593; GO:0032869; GO:0033602; GO:0042417; GO:0042438; GO:0042470; GO:0042476; GO:0042552; GO:0042641; GO:0042642; GO:0042759; GO:0042802; GO:0043005; GO:0043008; GO:0043025; GO:0043473; GO:0044877; GO:0048066; GO:0048306; GO:0048820; GO:0050808; GO:0050885; GO:0051015; GO:0051643; GO:0051967; GO:0055037; GO:0065003; GO:0072659; GO:0097718; GO:0098685; GO:0098794; GO:0098871; GO:0098978; GO:0099089; GO:0099566; GO:0099640; GO:0150103; GO:1900078; GO:1903078; GO:1904754; GO:1904960; GO:1990904"
"FUN_000370","ME1","ntLink_6:2145305-2149657","Q5R4A3","Ras-related protein Rab-8A (EC 3.6.5.2)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","autophagy [GO:0006914]; axonogenesis [GO:0007409]; cellular response to insulin stimulus [GO:0032869]; cilium assembly [GO:0060271]; Golgi organization [GO:0007030]; protein localization to cilium [GO:0061512]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; regulation of autophagy [GO:0010506]","GO:0003924; GO:0005525; GO:0005794; GO:0005813; GO:0005814; GO:0005886; GO:0005929; GO:0006914; GO:0007030; GO:0007409; GO:0010506; GO:0015031; GO:0019003; GO:0030496; GO:0030670; GO:0031267; GO:0032869; GO:0036064; GO:0045335; GO:0055038; GO:0060271; GO:0061512; GO:0072659"
"FUN_000632","ME8","ntLink_6:5217131-5219121","O97125","Heat shock protein 68","Drosophila melanogaster (Fruit fly)","cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; determination of adult lifespan [GO:0008340]; protein refolding [GO:0042026]; response to starvation [GO:0042594]; vesicle-mediated transport [GO:0016192]","GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0008340; GO:0016192; GO:0016887; GO:0031072; GO:0034620; GO:0042026; GO:0042594; GO:0044183; GO:0051082; GO:0051085; GO:0051787; GO:0140662"
"FUN_000637","ME8","ntLink_6:5244470-5246789","O97125","Heat shock protein 68","Drosophila melanogaster (Fruit fly)","cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; determination of adult lifespan [GO:0008340]; protein refolding [GO:0042026]; response to starvation [GO:0042594]; vesicle-mediated transport [GO:0016192]","GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0008340; GO:0016192; GO:0016887; GO:0031072; GO:0034620; GO:0042026; GO:0042594; GO:0044183; GO:0051082; GO:0051085; GO:0051787; GO:0140662"
"FUN_000873","ME5","ntLink_6:5533133-5537301","Q8R087","Beta-1,4-galactosyltransferase 7 (Beta-1,4-GalTase 7) (Beta4Gal-T7) (b4Gal-T7) (EC 2.4.1.-) (Proteoglycan UDP-galactose:beta-xylose beta1,4-galactosyltransferase I) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-xylose beta-1,4-galactosyltransferase) (XGPT) (XGalT-1) (Xylosylprotein 4-beta-galactosyltransferase) (EC 2.4.1.133) (Xylosylprotein beta-1,4-galactosyltransferase)","Mus musculus (Mouse)","carbohydrate metabolic process [GO:0005975]; glycosaminoglycan biosynthetic process [GO:0006024]; glycosylation [GO:0070085]; negative regulation of fibroblast proliferation [GO:0048147]; protein N-linked glycosylation [GO:0006487]; proteoglycan biosynthetic process [GO:0030166]; proteoglycan metabolic process [GO:0006029]; supramolecular fiber organization [GO:0097435]","GO:0003831; GO:0005794; GO:0005975; GO:0006024; GO:0006029; GO:0006487; GO:0008378; GO:0016020; GO:0030145; GO:0030166; GO:0032580; GO:0046525; GO:0048147; GO:0070085; GO:0097435"
"FUN_000960","ME2","ntLink_6:6459817-6479715","P28271","Cytoplasmic aconitate hydratase (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase) (Iron regulatory protein 1) (IRP1) (Iron-responsive element-binding protein 1) (IRE-BP 1)","Mus musculus (Mouse)","cellular iron ion homeostasis [GO:0006879]; citrate metabolic process [GO:0006101]; intestinal absorption [GO:0050892]; post-embryonic development [GO:0009791]; regulation of gene expression [GO:0010468]; regulation of translation [GO:0006417]; response to iron(II) ion [GO:0010040]; tricarboxylic acid cycle [GO:0006099]","GO:0003723; GO:0003994; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0005829; GO:0006099; GO:0006101; GO:0006417; GO:0006879; GO:0009791; GO:0010040; GO:0010468; GO:0030350; GO:0043231; GO:0046872; GO:0047780; GO:0048027; GO:0050892; GO:0051536; GO:0051538; GO:0051539"
"FUN_001024","ME37","ntLink_6:7328391-7333490","P35555","Fibrillin-1 [Cleaved into: Asprosin]","Homo sapiens (Human)","activation of protein kinase A activity [GO:0034199]; anatomical structure morphogenesis [GO:0009653]; camera-type eye development [GO:0043010]; cell adhesion mediated by integrin [GO:0033627]; cellular response to insulin-like growth factor stimulus [GO:1990314]; cellular response to transforming growth factor beta stimulus [GO:0071560]; embryonic eye morphogenesis [GO:0048048]; glucose homeostasis [GO:0042593]; glucose metabolic process [GO:0006006]; heart development [GO:0007507]; metanephros development [GO:0001656]; negative regulation of osteoclast development [GO:2001205]; negative regulation of osteoclast differentiation [GO:0045671]; positive regulation of appetite [GO:0032100]; post-embryonic eye morphogenesis [GO:0048050]; protein kinase A signaling [GO:0010737]; sequestering of BMP in extracellular matrix [GO:0035582]; sequestering of TGFbeta in extracellular matrix [GO:0035583]; skeletal system development [GO:0001501]","GO:0001501; GO:0001527; GO:0001656; GO:0005178; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005788; GO:0006006; GO:0007507; GO:0008201; GO:0009653; GO:0010737; GO:0030023; GO:0031012; GO:0032100; GO:0033627; GO:0034199; GO:0035582; GO:0035583; GO:0042593; GO:0042802; GO:0043010; GO:0044877; GO:0045671; GO:0048048; GO:0048050; GO:0062023; GO:0071560; GO:1990314; GO:2001205"
"FUN_001040","ME0","ntLink_6:7563562-7571096","P80035","Gastric triacylglycerol lipase (GL) (Gastric lipase) (EC 3.1.1.3)","Canis lupus familiaris (Dog) (Canis familiaris)","lipid catabolic process [GO:0016042]","GO:0004806; GO:0005576; GO:0016042; GO:0043231"
"FUN_001160","ME1","ntLink_6:9221504-9231233","P97742","Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A)","Mus musculus (Mouse)","carnitine metabolic process [GO:0009437]; cellular response to fatty acid [GO:0071398]; eating behavior [GO:0042755]; epithelial cell differentiation [GO:0030855]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; glucose metabolic process [GO:0006006]; lipid localization [GO:0010876]; liver regeneration [GO:0097421]; long-chain fatty acid metabolic process [GO:0001676]; positive regulation of fatty acid beta-oxidation [GO:0032000]; regulation of fatty acid oxidation [GO:0046320]; regulation of insulin secretion [GO:0050796]; regulation of lipid storage [GO:0010883]; response to alkaloid [GO:0043279]; response to antibiotic [GO:0046677]; response to ethanol [GO:0045471]; response to nutrient levels [GO:0031667]; response to organic cyclic compound [GO:0014070]; response to tetrachloromethane [GO:1904772]; response to xenobiotic stimulus [GO:0009410]; triglyceride metabolic process [GO:0006641]","GO:0001676; GO:0004095; GO:0005739; GO:0005741; GO:0005743; GO:0006006; GO:0006631; GO:0006635; GO:0006641; GO:0009410; GO:0009437; GO:0010876; GO:0010883; GO:0014070; GO:0016020; GO:0030855; GO:0031667; GO:0032000; GO:0042755; GO:0042802; GO:0043231; GO:0043279; GO:0045471; GO:0046320; GO:0046677; GO:0050796; GO:0071398; GO:0097421; GO:1904772; GO:1990698"
"FUN_001201","ME36","ntLink_6:9717132-9724304","Q4R4S5","Lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)","lipid catabolic process [GO:0016042]","GO:0004771; GO:0005764; GO:0016042"
"FUN_001205","ME0","ntLink_6:9770394-9775062","Q5VXJ0","Lipase member K (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 2)","Homo sapiens (Human)","cornification [GO:0070268]; lipid catabolic process [GO:0016042]","GO:0004465; GO:0005576; GO:0016042; GO:0043231; GO:0070268"
"FUN_001204","ME1","ntLink_6:9760494-9764836","Q5VXJ0","Lipase member K (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 2)","Homo sapiens (Human)","cornification [GO:0070268]; lipid catabolic process [GO:0016042]","GO:0004465; GO:0005576; GO:0016042; GO:0043231; GO:0070268"
"FUN_001326","ME1","ntLink_6:11156063-11157165","Q4R4S5","Lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)","lipid catabolic process [GO:0016042]","GO:0004771; GO:0005764; GO:0016042"
"FUN_001396","ME1","ntLink_6:11908587-11910717","O97562","Dicarboxylate carrier SLC25A8 (Mitochondrial uncoupling protein 2) (UCP 2) (Solute carrier family 25 member 8)","Sus scrofa (Pig)","adaptive thermogenesis [GO:1990845]; C4-dicarboxylate transport [GO:0015740]; cellular response to glucose stimulus [GO:0071333]; glutamine metabolic process [GO:0006541]; glycolytic process [GO:0006096]; macrophage differentiation [GO:0030225]; mitochondrial fission [GO:0000266]; mitochondrial transmembrane transport [GO:1990542]; mitochondrial transport [GO:0006839]; reactive oxygen species metabolic process [GO:0072593]; response to cold [GO:0009409]","GO:0000266; GO:0005743; GO:0006096; GO:0006541; GO:0006839; GO:0008271; GO:0009409; GO:0015078; GO:0015131; GO:0015140; GO:0015183; GO:0015297; GO:0015740; GO:0017077; GO:0022857; GO:0030225; GO:0042803; GO:0071333; GO:0072593; GO:0140787; GO:1990542; GO:1990845"
"FUN_001483","ME4","ntLink_6:12793848-12803001","P31409","V-type proton ATPase subunit B (V-ATPase subunit B) (V-ATPase 55 kDa subunit) (Vacuolar proton pump subunit B)","Drosophila melanogaster (Fruit fly)","ATP metabolic process [GO:0046034]; proton transmembrane transport [GO:1902600]; vacuolar acidification [GO:0007035]","GO:0000221; GO:0005524; GO:0005769; GO:0005829; GO:0005886; GO:0005903; GO:0007035; GO:0033181; GO:0046034; GO:0046961; GO:0048471; GO:1902600"
"FUN_001762","ME4","ntLink_6:15755427-15766066","C5G6D7","Chondroitin sulfate ABC exolyase (EC 4.2.2.21) (Chondroitin ABC exoeliminase) (Chondroitin ABC lyase II) (Chondroitin sulfate ABC lyase II) (ChS ABC lyase II) (Chondroitinase ABC II) (cABC II) (Exochondroitinase ABC)","Bacteroides thetaiotaomicron","carbohydrate metabolic process [GO:0005975]; dermatan sulfate catabolic process [GO:0030209]; glycosaminoglycan catabolic process [GO:0006027]","GO:0000287; GO:0005509; GO:0005576; GO:0005975; GO:0006027; GO:0030209; GO:0030246; GO:0034000; GO:0034001; GO:0042597"
"FUN_001755","ME4","ntLink_6:15712982-15720078","C5G6D7","Chondroitin sulfate ABC exolyase (EC 4.2.2.21) (Chondroitin ABC exoeliminase) (Chondroitin ABC lyase II) (Chondroitin sulfate ABC lyase II) (ChS ABC lyase II) (Chondroitinase ABC II) (cABC II) (Exochondroitinase ABC)","Bacteroides thetaiotaomicron","carbohydrate metabolic process [GO:0005975]; dermatan sulfate catabolic process [GO:0030209]; glycosaminoglycan catabolic process [GO:0006027]","GO:0000287; GO:0005509; GO:0005576; GO:0005975; GO:0006027; GO:0030209; GO:0030246; GO:0034000; GO:0034001; GO:0042597"
"FUN_005739","ME27","ptg000001l:3463186-3464035","A0A1L4BJ98","Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)","Hemiscorpius lepturus (Scorpion)","hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]","GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729"
"FUN_005740","ME18","ptg000001l:3465741-3469633","A0A1L4BJ98","Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)","Hemiscorpius lepturus (Scorpion)","hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]","GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729"
"FUN_005741","ME18","ptg000001l:3471331-3472428","A0A1L4BJ98","Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)","Hemiscorpius lepturus (Scorpion)","hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]","GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729"
"FUN_005742","ME18","ptg000001l:3474126-3475223","A0A1L4BJ98","Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)","Hemiscorpius lepturus (Scorpion)","hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]","GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729"
"FUN_006934","ME3","ptg000001l:18489819-18491094","Q6DBY9","Carbohydrate sulfotransferase 1 (EC 2.8.2.21) (Keratan sulfate Gal-6 sulfotransferase) (KS6ST) (KSGal6ST) (KSST)","Danio rerio (Zebrafish) (Brachydanio rerio)","carbohydrate metabolic process [GO:0005975]; keratan sulfate metabolic process [GO:0042339]; N-acetylglucosamine metabolic process [GO:0006044]; sulfur compound metabolic process [GO:0006790]","GO:0000139; GO:0001517; GO:0005802; GO:0005975; GO:0006044; GO:0006790; GO:0042339; GO:0045130"
"FUN_006952","ME28","ptg000001l:18746864-18747516","Q9U6Y6","GFP-like fluorescent chromoprotein amFP486","Anemonia manjano (Sea anemone)","bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]","GO:0006091; GO:0008218"
"FUN_006951","ME23","ptg000001l:18738342-18740673","Q9U6Y6","GFP-like fluorescent chromoprotein amFP486","Anemonia manjano (Sea anemone)","bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]","GO:0006091; GO:0008218"
"FUN_006954","ME11","ptg000001l:18754222-18756844","Q9U6Y6","GFP-like fluorescent chromoprotein amFP486","Anemonia manjano (Sea anemone)","bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]","GO:0006091; GO:0008218"
"FUN_006955","ME11","ptg000001l:18762219-18765460","Q9U6Y6","GFP-like fluorescent chromoprotein amFP486","Anemonia manjano (Sea anemone)","bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]","GO:0006091; GO:0008218"
"FUN_006959","ME0","ptg000001l:18797392-18799306","Q9U6Y6","GFP-like fluorescent chromoprotein amFP486","Anemonia manjano (Sea anemone)","bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]","GO:0006091; GO:0008218"
"FUN_006966","ME0","ptg000001l:18831151-18834521","Q9U6Y6","GFP-like fluorescent chromoprotein amFP486","Anemonia manjano (Sea anemone)","bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]","GO:0006091; GO:0008218"
"FUN_006971","ME11","ptg000001l:18877300-18878775","Q9U6Y6","GFP-like fluorescent chromoprotein amFP486","Anemonia manjano (Sea anemone)","bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]","GO:0006091; GO:0008218"
"FUN_006975","ME0","ptg000001l:18916445-18924522","Q9U6Y6","GFP-like fluorescent chromoprotein amFP486","Anemonia manjano (Sea anemone)","bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]","GO:0006091; GO:0008218"
"FUN_006976","ME22","ptg000001l:18925112-18938389","Q9U6Y6","GFP-like fluorescent chromoprotein amFP486","Anemonia manjano (Sea anemone)","bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]","GO:0006091; GO:0008218"
"FUN_007016","ME2","ptg000001l:19337954-19348318","Q68FX0","Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)","Rattus norvegicus (Rat)","2-oxoglutarate metabolic process [GO:0006103]; isocitrate metabolic process [GO:0006102]; NADH metabolic process [GO:0006734]; tricarboxylic acid cycle [GO:0006099]","GO:0000287; GO:0004449; GO:0005739; GO:0005962; GO:0006099; GO:0006102; GO:0006103; GO:0006734; GO:0051287"
