"gene","module","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"FUN_001204","ME1","ntLink_6:9760494-9764836","Q5VXJ0","Lipase member K (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 2)","Homo sapiens (Human)","cornification [GO:0070268]; lipid catabolic process [GO:0016042]","GO:0004465; GO:0005576; GO:0016042; GO:0043231; GO:0070268"
"FUN_001326","ME1","ntLink_6:11156063-11157165","Q4R4S5","Lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)","lipid catabolic process [GO:0016042]","GO:0004771; GO:0005764; GO:0016042"
"FUN_001396","ME1","ntLink_6:11908587-11910717","O97562","Dicarboxylate carrier SLC25A8 (Mitochondrial uncoupling protein 2) (UCP 2) (Solute carrier family 25 member 8)","Sus scrofa (Pig)","adaptive thermogenesis [GO:1990845]; C4-dicarboxylate transport [GO:0015740]; cellular response to glucose stimulus [GO:0071333]; glutamine metabolic process [GO:0006541]; glycolytic process [GO:0006096]; macrophage differentiation [GO:0030225]; mitochondrial fission [GO:0000266]; mitochondrial transmembrane transport [GO:1990542]; mitochondrial transport [GO:0006839]; reactive oxygen species metabolic process [GO:0072593]; response to cold [GO:0009409]","GO:0000266; GO:0005743; GO:0006096; GO:0006541; GO:0006839; GO:0008271; GO:0009409; GO:0015078; GO:0015131; GO:0015140; GO:0015183; GO:0015297; GO:0015740; GO:0017077; GO:0022857; GO:0030225; GO:0042803; GO:0071333; GO:0072593; GO:0140787; GO:1990542; GO:1990845"
"FUN_005739","ME27","ptg000001l:3463186-3464035","A0A1L4BJ98","Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)","Hemiscorpius lepturus (Scorpion)","hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]","GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729"
"FUN_005740","ME18","ptg000001l:3465741-3469633","A0A1L4BJ98","Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)","Hemiscorpius lepturus (Scorpion)","hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]","GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729"
"FUN_005741","ME18","ptg000001l:3471331-3472428","A0A1L4BJ98","Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)","Hemiscorpius lepturus (Scorpion)","hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]","GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729"
"FUN_005742","ME18","ptg000001l:3474126-3475223","A0A1L4BJ98","Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)","Hemiscorpius lepturus (Scorpion)","hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]","GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729"
"FUN_007020","ME8","ptg000001l:19366430-19381367","Q32Q86","Cryptochrome-1","Rattus norvegicus (Rat)","circadian regulation of gene expression [GO:0032922]; circadian rhythm [GO:0007623]; entrainment of circadian clock by photoperiod [GO:0043153]; gluconeogenesis [GO:0006094]; glucose homeostasis [GO:0042593]; lipid storage [GO:0019915]; negative regulation of circadian rhythm [GO:0042754]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; negative regulation of glucocorticoid receptor signaling pathway [GO:2000323]; negative regulation of glucocorticoid secretion [GO:2000850]; negative regulation of gluconeogenesis [GO:0045721]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of gluconeogenesis [GO:0045722]; positive regulation of protein ubiquitination [GO:0031398]; regulation of circadian rhythm [GO:0042752]; regulation of DNA damage checkpoint [GO:2000001]; regulation of gluconeogenesis [GO:0006111]; response to activity [GO:0014823]; response to glucagon [GO:0033762]; response to insulin [GO:0032868]; response to light stimulus [GO:0009416]; selective autophagy [GO:0061912]; signal transduction in response to DNA damage [GO:0042770]","GO:0000122; GO:0003677; GO:0003690; GO:0005634; GO:0005737; GO:0005739; GO:0006094; GO:0006111; GO:0007623; GO:0009416; GO:0009881; GO:0014823; GO:0016922; GO:0019900; GO:0019901; GO:0019902; GO:0019915; GO:0031397; GO:0031398; GO:0032868; GO:0032922; GO:0033762; GO:0042593; GO:0042752; GO:0042754; GO:0042770; GO:0042826; GO:0043153; GO:0045721; GO:0045722; GO:0045744; GO:0045892; GO:0061912; GO:0070888; GO:0071949; GO:0140297; GO:2000001; GO:2000323; GO:2000850"
"FUN_007022","ME9","ptg000001l:19386902-19398415","Q8WP19","Cryptochrome-1","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)","circadian regulation of gene expression [GO:0032922]; circadian rhythm [GO:0007623]; entrainment of circadian clock by photoperiod [GO:0043153]; gluconeogenesis [GO:0006094]; glucose homeostasis [GO:0042593]; negative regulation of circadian rhythm [GO:0042754]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; negative regulation of glucocorticoid receptor signaling pathway [GO:2000323]; negative regulation of gluconeogenesis [GO:0045721]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of protein ubiquitination [GO:0031398]; regulation of circadian rhythm [GO:0042752]; regulation of DNA damage checkpoint [GO:2000001]; response to activity [GO:0014823]; response to glucagon [GO:0033762]; response to light stimulus [GO:0009416]; signal transduction in response to DNA damage [GO:0042770]","GO:0000122; GO:0000166; GO:0005634; GO:0005737; GO:0006094; GO:0007623; GO:0009416; GO:0009881; GO:0014823; GO:0031397; GO:0031398; GO:0032922; GO:0033762; GO:0042593; GO:0042752; GO:0042754; GO:0042770; GO:0043153; GO:0045721; GO:0045744; GO:0045892; GO:2000001; GO:2000323"
"FUN_008036","ME6","ptg000002l:7412717-7415329","Q9Z186","Glucose-6-phosphatase 2 (G-6-Pase 2) (G6Pase 2) (EC 3.1.3.9) (Islet-specific glucose-6-phosphatase catalytic subunit-related protein)","Mus musculus (Mouse)","gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glucose homeostasis [GO:0042593]; regulation of insulin secretion [GO:0050796]","GO:0005783; GO:0005789; GO:0006094; GO:0016020; GO:0016787; GO:0042593; GO:0050796; GO:0051156"
"FUN_008237","ME13","ptg000002l:9549733-9562655","Q29RK2","Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)","Bos taurus (Bovine)","gluconeogenesis [GO:0006094]; lipid metabolic process [GO:0006629]; NADH metabolic process [GO:0006734]; NADP metabolic process [GO:0006739]; negative regulation of gene expression [GO:0010629]; positive regulation by host of viral process [GO:0044794]; pyruvate metabolic process [GO:0006090]; viral release from host cell [GO:0019076]; viral RNA genome packaging [GO:0019074]","GO:0004736; GO:0005524; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0006090; GO:0006094; GO:0006629; GO:0006734; GO:0006739; GO:0010629; GO:0019074; GO:0019076; GO:0042802; GO:0044794; GO:0046872"
"FUN_008282","ME3","ptg000002l:9911971-9929166","Q9VCU9","Endoribonuclease Dcr-1 (Protein dicer-1) (EC 3.1.26.-)","Drosophila melanogaster (Fruit fly)","apoptotic DNA fragmentation [GO:0006309]; dendrite morphogenesis [GO:0048813]; dsRNA transport [GO:0033227]; germ-line stem cell division [GO:0042078]; germarium-derived female germ-line cyst formation [GO:0030727]; germarium-derived oocyte fate determination [GO:0007294]; miRNA processing [GO:0035196]; mitotic cell cycle, embryonic [GO:0045448]; pole cell formation [GO:0007279]; pre-miRNA processing [GO:0031054]; response to starvation [GO:0042594]; RISC complex assembly [GO:0070922]; RNA phosphodiester bond hydrolysis [GO:0090501]; RNA-mediated post-transcriptional gene silencing [GO:0035194]; segment polarity determination [GO:0007367]; siRNA processing [GO:0030422]","GO:0003723; GO:0003727; GO:0004386; GO:0004525; GO:0004530; GO:0005524; GO:0005737; GO:0006309; GO:0007279; GO:0007294; GO:0007367; GO:0016442; GO:0016443; GO:0030422; GO:0030727; GO:0031054; GO:0033227; GO:0035194; GO:0035196; GO:0042078; GO:0042594; GO:0045448; GO:0046872; GO:0048813; GO:0070578; GO:0070883; GO:0070922; GO:0090501"
"FUN_008296","ME1","ptg000002l:10054447-10061170","Q9DBY1","E3 ubiquitin-protein ligase synoviolin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1)","Mus musculus (Mouse)","ERAD pathway [GO:0036503]; immature B cell differentiation [GO:0002327]; in utero embryonic development [GO:0001701]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; protein catabolic process [GO:0030163]; protein K48-linked ubiquitination [GO:0070936]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; response to unfolded protein [GO:0006986]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0000151; GO:0000839; GO:0001701; GO:0002327; GO:0005654; GO:0005783; GO:0005790; GO:0006511; GO:0006986; GO:0016567; GO:0030163; GO:0030433; GO:0030970; GO:0036503; GO:0036513; GO:0044322; GO:0046872; GO:0050821; GO:0051082; GO:0051087; GO:0051117; GO:0061630; GO:0070059; GO:0070936; GO:1902236; GO:1990381"
"FUN_008588","ME3","ptg000002l:13126776-13192147","Q5U3U3","Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)","Danio rerio (Zebrafish) (Brachydanio rerio)","fatty acid beta-oxidation [GO:0006635]","GO:0004095; GO:0005739; GO:0005743; GO:0006635; GO:0008458"
"FUN_008617","ME33","ptg000002l:13675438-13682105","Q5XTS1","Calcium-independent phospholipase A2-gamma (EC 3.1.1.-) (EC 3.1.1.5) (Group VIB calcium-independent phospholipase A2) (Intracellular membrane-associated calcium-independent phospholipase A2 gamma) (iPLA2-gamma) (Patatin-like phospholipase domain-containing protein 8)","Oryctolagus cuniculus (Rabbit)","arachidonic acid metabolic process [GO:0019369]; cardiolipin metabolic process [GO:0032048]; lipid catabolic process [GO:0016042]; lipid homeostasis [GO:0055088]; triglyceride homeostasis [GO:0070328]","GO:0004622; GO:0005739; GO:0005777; GO:0005778; GO:0005789; GO:0008970; GO:0016020; GO:0016042; GO:0019369; GO:0031966; GO:0032048; GO:0047499; GO:0055088; GO:0070328; GO:0102545"
"FUN_008660","ME14","ptg000002l:14136576-14138681","Q5R9Y4","Ras-related protein Rab-7a (EC 3.6.5.2)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","early endosome to late endosome transport [GO:0045022]; endosome to plasma membrane protein transport [GO:0099638]; lipid catabolic process [GO:0016042]; lipophagy [GO:0061724]; phagosome acidification [GO:0090383]; phagosome-lysosome fusion [GO:0090385]","GO:0000421; GO:0003925; GO:0005525; GO:0005739; GO:0005765; GO:0005770; GO:0005811; GO:0005829; GO:0016042; GO:0030670; GO:0031902; GO:0031966; GO:0033162; GO:0045022; GO:0045335; GO:0061724; GO:0090383; GO:0090385; GO:0099638"
"FUN_008934","ME8","ptg000004l:622874-629747","A5D7I4","Exostosin-1 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 1 homolog)","Bos taurus (Bovine)","antigen processing and presentation [GO:0019882]; axon guidance [GO:0007411]; basement membrane organization [GO:0071711]; blood vessel remodeling [GO:0001974]; BMP signaling pathway [GO:0030509]; bone resorption [GO:0045453]; canonical Wnt signaling pathway [GO:0060070]; cartilage development involved in endochondral bone morphogenesis [GO:0060351]; cell adhesion mediated by integrin [GO:0033627]; cell fate commitment [GO:0045165]; cellular response to virus [GO:0098586]; chondrocyte hypertrophy [GO:0003415]; chondrocyte proliferation [GO:0035988]; chondroitin sulfate metabolic process [GO:0030204]; collagen fibril organization [GO:0030199]; cranial skeletal system development [GO:1904888]; dendrite self-avoidance [GO:0070593]; dendritic cell migration [GO:0036336]; developmental growth involved in morphogenesis [GO:0060560]; embryonic skeletal joint development [GO:0072498]; endochondral bone growth [GO:0003416]; endochondral ossification [GO:0001958]; endoderm development [GO:0007492]; epithelial tube branching involved in lung morphogenesis [GO:0060441]; fear response [GO:0042596]; fibroblast growth factor receptor signaling pathway [GO:0008543]; fluid transport [GO:0042044]; gastrulation [GO:0007369]; gene expression [GO:0010467]; glandular epithelial cell differentiation [GO:0002067]; glomerular basement membrane development [GO:0032836]; hair follicle morphogenesis [GO:0031069]; heart contraction [GO:0060047]; heart field specification [GO:0003128]; hematopoietic stem cell differentiation [GO:0060218]; hematopoietic stem cell homeostasis [GO:0061484]; hematopoietic stem cell migration to bone marrow [GO:0097241]; heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process [GO:0015014]; heparin biosynthetic process [GO:0030210]; hypersensitivity [GO:0002524]; leukocyte tethering or rolling [GO:0050901]; limb joint morphogenesis [GO:0036022]; lymphocyte adhesion to endothelial cell of high endothelial venule [GO:0036339]; lymphocyte migration into lymphoid organs [GO:0097021]; mesenchymal cell differentiation involved in bone development [GO:1901706]; mesoderm development [GO:0007498]; motor behavior [GO:0061744]; multicellular organism growth [GO:0035264]; multicellular organismal water homeostasis [GO:0050891]; neural crest cell differentiation [GO:0014033]; olfactory bulb development [GO:0021772]; optic nerve development [GO:0021554]; ossification involved in bone maturation [GO:0043931]; perichondral bone morphogenesis [GO:0061974]; podocyte differentiation [GO:0072112]; protein catabolic process [GO:0030163]; protein glycosylation [GO:0006486]; protein-containing complex assembly [GO:0065003]; regulation of blood pressure [GO:0008217]; response to heparin [GO:0071503]; response to leukemia inhibitory factor [GO:1990823]; response to light intensity [GO:0009642]; sebaceous gland development [GO:0048733]; smoothened signaling pathway involved in lung development [GO:0060506]; social behavior [GO:0035176]; sodium ion homeostasis [GO:0055078]; stem cell division [GO:0017145]; stomach development [GO:0062094]; sulfation [GO:0051923]; sweat gland development [GO:0060792]; synaptic transmission, glutamatergic [GO:0035249]; tight junction organization [GO:0120193]; TNFSF11-mediated signaling pathway [GO:0071847]; vacuole organization [GO:0007033]; vasodilation [GO:0042311]; vocalization behavior [GO:0071625]; wound healing [GO:0042060]","GO:0000139; GO:0001958; GO:0001974; GO:0002067; GO:0002524; GO:0003128; GO:0003415; GO:0003416; GO:0005789; GO:0005794; GO:0006486; GO:0007033; GO:0007369; GO:0007411; GO:0007492; GO:0007498; GO:0008217; GO:0008375; GO:0008543; GO:0009642; GO:0010467; GO:0014033; GO:0015014; GO:0015020; GO:0016757; GO:0017145; GO:0019882; GO:0021554; GO:0021772; GO:0030163; GO:0030199; GO:0030204; GO:0030210; GO:0030509; GO:0031069; GO:0032836; GO:0033627; GO:0035176; GO:0035249; GO:0035264; GO:0035988; GO:0036022; GO:0036336; GO:0036339; GO:0042044; GO:0042060; GO:0042311; GO:0042596; GO:0042803; GO:0043931; GO:0045165; GO:0045202; GO:0045453; GO:0046872; GO:0046982; GO:0048733; GO:0050508; GO:0050509; GO:0050891; GO:0050901; GO:0051923; GO:0055078; GO:0060047; GO:0060070; GO:0060218; GO:0060351; GO:0060441; GO:0060506; GO:0060560; GO:0060792; GO:0061484; GO:0061744; GO:0061974; GO:0062094; GO:0065003; GO:0070593; GO:0071503; GO:0071625; GO:0071711; GO:0071847; GO:0072112; GO:0072498; GO:0097021; GO:0097241; GO:0098586; GO:0120193; GO:1901706; GO:1904888; GO:1990823"
"FUN_009532","ME0","ptg000004l:8124143-8148796","D3ZQD3","2-oxoglutarate dehydrogenase-like, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1-like) (OGDC-E1-like) (Alpha-ketoglutarate dehydrogenase-like)","Rattus norvegicus (Rat)","2-oxoglutarate metabolic process [GO:0006103]; glycolytic process [GO:0006096]; tricarboxylic acid cycle [GO:0006099]","GO:0004591; GO:0005739; GO:0005759; GO:0006096; GO:0006099; GO:0006103; GO:0030976; GO:0045252; GO:0046872"
"FUN_010664","ME2","ptg000007l:1335315-1347675","O46629","Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]","Bos taurus (Bovine)","fatty acid beta-oxidation [GO:0006635]","GO:0003988; GO:0005739; GO:0005741; GO:0005743; GO:0005783; GO:0006635; GO:0050633"
"FUN_010919","ME9","ptg000007l:4213722-4252397","B2RQC6","CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]","Mus musculus (Mouse)","'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; citrulline biosynthetic process [GO:0019240]; glutamine metabolic process [GO:0006541]; nitrogen compound metabolic process [GO:0006807]; peptidyl-threonine phosphorylation [GO:0018107]; protein autophosphorylation [GO:0046777]; response to insulin [GO:0032868]; response to starvation [GO:0042594]; UDP biosynthetic process [GO:0006225]; UTP biosynthetic process [GO:0006228]; xenobiotic metabolic process [GO:0006805]","GO:0002134; GO:0004070; GO:0004088; GO:0004151; GO:0004672; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006207; GO:0006225; GO:0006228; GO:0006541; GO:0006805; GO:0006807; GO:0008270; GO:0016363; GO:0016597; GO:0018107; GO:0019240; GO:0019899; GO:0032868; GO:0032991; GO:0036094; GO:0042594; GO:0042802; GO:0042995; GO:0043025; GO:0043195; GO:0044205; GO:0046777"
"FUN_011908","ME14","ptg000008l:2748000-2770398","Q5R4G2","Platelet-activating factor acetylhydrolase IB subunit alpha2 (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","lipid catabolic process [GO:0016042]; positive regulation of macroautophagy [GO:0016239]; spermatogenesis [GO:0007283]","GO:0001650; GO:0003847; GO:0005829; GO:0005886; GO:0007283; GO:0008247; GO:0016042; GO:0016239; GO:0042803; GO:0046982"
"FUN_011931","ME3","ptg000008l:3236245-3243922","Q9BWD1","Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)","Homo sapiens (Human)","fatty acid beta-oxidation [GO:0006635]; lipid metabolic process [GO:0006629]","GO:0003985; GO:0005737; GO:0005739; GO:0005829; GO:0006629; GO:0006635; GO:0070062"
"FUN_012329","ME42","ptg000008l:7926529-7930091","Q6GMR7","Fatty-acid amide hydrolase 2 (EC 3.5.1.99) (Amidase domain-containing protein) (Anandamide amidohydrolase 2) (Oleamide hydrolase 2)","Homo sapiens (Human)","arachidonic acid metabolic process [GO:0019369]; lipid catabolic process [GO:0016042]","GO:0005811; GO:0016020; GO:0016042; GO:0017064; GO:0019369"
"FUN_012468","ME16","ptg000008l:9188457-9189708","Q9XTR8","Lipase ZK262.3 (EC 3.1.1.-)","Caenorhabditis elegans","lipid catabolic process [GO:0016042]","GO:0005576; GO:0016042; GO:0016787"
"FUN_012469","ME17","ptg000008l:9204606-9205869","Q9XTR8","Lipase ZK262.3 (EC 3.1.1.-)","Caenorhabditis elegans","lipid catabolic process [GO:0016042]","GO:0005576; GO:0016042; GO:0016787"
"FUN_012470","ME35","ptg000008l:9209811-9214981","Q9XTR8","Lipase ZK262.3 (EC 3.1.1.-)","Caenorhabditis elegans","lipid catabolic process [GO:0016042]","GO:0005576; GO:0016042; GO:0016787"
"FUN_012471","ME7","ptg000008l:9215306-9216413","Q9XTR8","Lipase ZK262.3 (EC 3.1.1.-)","Caenorhabditis elegans","lipid catabolic process [GO:0016042]","GO:0005576; GO:0016042; GO:0016787"
"FUN_012473","ME47","ptg000008l:9225671-9226793","Q9XTR8","Lipase ZK262.3 (EC 3.1.1.-)","Caenorhabditis elegans","lipid catabolic process [GO:0016042]","GO:0005576; GO:0016042; GO:0016787"
"FUN_012474","ME1","ptg000008l:9228493-9235608","Q9XTR8","Lipase ZK262.3 (EC 3.1.1.-)","Caenorhabditis elegans","lipid catabolic process [GO:0016042]","GO:0005576; GO:0016042; GO:0016787"
