"gene","module","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"FUN_028263","ME0","ptg000021l:17403654-17408516","P07286","UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase) (Tunicamycin resistance protein 1)","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","aerobic respiration [GO:0009060]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; protein N-linked glycosylation [GO:0006487]","GO:0003975; GO:0005783; GO:0006487; GO:0006488; GO:0009060; GO:0016020; GO:0016757; GO:0043541; GO:0046872"
"FUN_031686","ME6","ptg000023l:24393727-24406152","Q9N0F1","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K) (E2o) (PE2o)","Sus scrofa (Pig)","2-oxoglutarate metabolic process [GO:0006103]; histone succinylation [GO:0106077]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; succinyl-CoA metabolic process [GO:0006104]; tricarboxylic acid cycle [GO:0006099]","GO:0004149; GO:0005634; GO:0005739; GO:0005759; GO:0006099; GO:0006103; GO:0006104; GO:0033512; GO:0045252; GO:0106077"
"FUN_031975","ME2","ptg000023l:27351283-27357303","Q7SX99","Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)","Danio rerio (Zebrafish) (Brachydanio rerio)","cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; fumarate metabolic process [GO:0006106]; malate metabolic process [GO:0006108]; negative regulation of histone H3-K36 methylation [GO:0000415]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; regulation of arginine metabolic process [GO:0000821]; tricarboxylic acid cycle [GO:0006099]; urea cycle [GO:0000050]","GO:0000050; GO:0000415; GO:0000821; GO:0004333; GO:0005634; GO:0005694; GO:0005739; GO:0005829; GO:0006099; GO:0006106; GO:0006108; GO:0006281; GO:0006974; GO:0045239; GO:2001034"
"FUN_032701","ME0","ptg000023l:35053834-35065021","Q09508","Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (FP)","Caenorhabditis elegans","mitochondrial electron transport, succinate to ubiquinone [GO:0006121]; tricarboxylic acid cycle [GO:0006099]","GO:0000104; GO:0005739; GO:0005749; GO:0006099; GO:0006121; GO:0008177; GO:0009055; GO:0050660; GO:0102040"
"FUN_033885","ME19","ptg000024l:2261433-2265853","Q9NTG7","NAD-dependent protein deacetylase sirtuin-3, mitochondrial (hSIRT3) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3)","Homo sapiens (Human)","aerobic respiration [GO:0009060]; peptidyl-lysine deacetylation [GO:0034983]; positive regulation of catalase activity [GO:1902553]; positive regulation of ceramide biosynthetic process [GO:2000304]; positive regulation of superoxide dismutase activity [GO:1901671]; protein deacetylation [GO:0006476]","GO:0005634; GO:0005654; GO:0005739; GO:0005759; GO:0006476; GO:0008270; GO:0009060; GO:0016740; GO:0017136; GO:0032991; GO:0034979; GO:0034983; GO:0043565; GO:0070403; GO:1901671; GO:1902553; GO:2000304"
"FUN_036898","ME1","ptg000026l:3210338-3223736","P33198","Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)","Sus scrofa (Pig)","2-oxoglutarate metabolic process [GO:0006103]; glyoxylate cycle [GO:0006097]; isocitrate metabolic process [GO:0006102]; NADP metabolic process [GO:0006739]; tricarboxylic acid cycle [GO:0006099]","GO:0000287; GO:0004450; GO:0005739; GO:0006097; GO:0006099; GO:0006102; GO:0006103; GO:0006739; GO:0051287"
"FUN_038166","ME14","ptg000027l:3306966-3311323","Q7ZX03","Forkhead box protein K2 (FoxK2) (Interleukin enhancer-binding factor 1) (ILF1) (xFoxK1)","Xenopus laevis (African clawed frog)","canonical glycolysis [GO:0061621]; cellular glucose homeostasis [GO:0001678]; negative regulation of autophagy [GO:0010507]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]; regulation of glucose metabolic process [GO:0010906]; response to starvation [GO:0042594]","GO:0000287; GO:0000976; GO:0001227; GO:0001678; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0006355; GO:0010507; GO:0010906; GO:0042594; GO:0043565; GO:0045892; GO:0045893; GO:0061621"
"FUN_038688","ME0","ptg000027l:10212958-10230600","Q99798","Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)","Homo sapiens (Human)","citrate metabolic process [GO:0006101]; generation of precursor metabolites and energy [GO:0006091]; isocitrate metabolic process [GO:0006102]; liver development [GO:0001889]; response to isolation stress [GO:0035900]; tricarboxylic acid cycle [GO:0006099]","GO:0001889; GO:0003994; GO:0005506; GO:0005739; GO:0005759; GO:0005829; GO:0006091; GO:0006099; GO:0006101; GO:0006102; GO:0035900; GO:0047780; GO:0051538; GO:0051539"
"FUN_038727","ME14","ptg000027l:10634998-10661226","P30566","Adenylosuccinate lyase (ADSL) (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)","Homo sapiens (Human)","'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]; 'de novo' XMP biosynthetic process [GO:0097294]; aerobic respiration [GO:0009060]; AMP biosynthetic process [GO:0006167]; AMP salvage [GO:0044209]; GMP biosynthetic process [GO:0006177]; purine nucleotide biosynthetic process [GO:0006164]; response to hypoxia [GO:0001666]; response to muscle activity [GO:0014850]; response to nutrient [GO:0007584]; response to starvation [GO:0042594]","GO:0001666; GO:0004018; GO:0005829; GO:0006164; GO:0006167; GO:0006177; GO:0006189; GO:0007584; GO:0009060; GO:0014850; GO:0032991; GO:0042594; GO:0042802; GO:0044208; GO:0044209; GO:0070626; GO:0097294"
"FUN_038738","ME5","ptg000027l:10786566-10792004","Q8CFY5","Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase)","Mus musculus (Mouse)","aerobic respiration [GO:0009060]; cytochrome complex assembly [GO:0017004]; heme A biosynthetic process [GO:0006784]; heme biosynthetic process [GO:0006783]; lipid metabolic process [GO:0006629]; mitochondrial fission [GO:0000266]; mitochondrion organization [GO:0007005]; protein farnesylation [GO:0018343]; respiratory chain complex IV assembly [GO:0008535]","GO:0000266; GO:0004311; GO:0005730; GO:0005739; GO:0005829; GO:0006629; GO:0006783; GO:0006784; GO:0007005; GO:0008495; GO:0008535; GO:0009060; GO:0017004; GO:0018343; GO:0031966; GO:0070069"
"FUN_039808","ME2","ptg000031l:322755-330157","P42026","NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)","Bos taurus (Bovine)","aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]","GO:0005743; GO:0005747; GO:0006120; GO:0008137; GO:0009060; GO:0015990; GO:0032981; GO:0046872; GO:0048038; GO:0051539"
"FUN_040783","ME7","ptg000031l:12638941-12648251","P33198","Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)","Sus scrofa (Pig)","2-oxoglutarate metabolic process [GO:0006103]; glyoxylate cycle [GO:0006097]; isocitrate metabolic process [GO:0006102]; NADP metabolic process [GO:0006739]; tricarboxylic acid cycle [GO:0006099]","GO:0000287; GO:0004450; GO:0005739; GO:0006097; GO:0006099; GO:0006102; GO:0006103; GO:0006739; GO:0051287"
