gene	module	V1	V3	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
FUN_002433	ME2	ntLink_8:1537514-1543906	F1LU71	Methylglutaconyl-CoA hydratase, mitochondrial (3-MG-CoA hydratase) (EC 4.2.1.18) (AU-specific RNA-binding enoyl-CoA hydratase) (AU-binding enoyl-CoA hydratase) (Itaconyl-CoA hydratase) (EC 4.2.1.56)	Rattus norvegicus (Rat)	fatty acid beta-oxidation [GO:0006635]; leucine catabolic process [GO:0006552]	GO:0003723; GO:0003730; GO:0004300; GO:0004490; GO:0005739; GO:0006552; GO:0006635; GO:0050011
FUN_002434	ME4	NA	NA	NA	NA	NA	NA
FUN_002435	ME2	ntLink_8:1556142-1558468	P69005	Actin, cytoskeletal 2B (EC 3.6.4.-) (Actin, cytoskeletal IIB)	Strongylocentrotus purpuratus (Purple sea urchin)		GO:0005524; GO:0005737; GO:0005856; GO:0016787
FUN_002446	ME18	NA	NA	NA	NA	NA	NA
FUN_002448	ME9	NA	NA	NA	NA	NA	NA
FUN_002449	ME4	NA	NA	NA	NA	NA	NA
FUN_002458	ME9	NA	NA	NA	NA	NA	NA
FUN_002457	ME1	ntLink_8:1803380-1819565	Q3UHK1	Proton myo-inositol cotransporter (H(+)-myo-inositol cotransporter) (Hmit) (H(+)-myo-inositol symporter) (Solute carrier family 2 member 13)	Mus musculus (Mouse)	myo-inositol transport [GO:0015798]; positive regulation of amyloid-beta formation [GO:1902004]; transmembrane transport [GO:0055085]	GO:0002020; GO:0005365; GO:0005366; GO:0005737; GO:0005886; GO:0015798; GO:0016020; GO:0016324; GO:0022857; GO:0030426; GO:0031090; GO:0042995; GO:0043231; GO:0044297; GO:0051117; GO:0055085; GO:0071944; GO:0097450; GO:1902004
FUN_002468	ME2	NA	NA	NA	NA	NA	NA
FUN_002453	ME2	NA	NA	NA	NA	NA	NA
FUN_002469	ME9	ntLink_8:1923224-1935684	Q7Z6Z7	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	Homo sapiens (Human)	base-excision repair [GO:0006284]; cell differentiation [GO:0030154]; circadian regulation of gene expression [GO:0032922]; Golgi organization [GO:0007030]; histone ubiquitination [GO:0016574]; membrane fusion [GO:0061025]; negative regulation of mitochondrial fusion [GO:0010637]; positive regulation of mitophagy in response to mitochondrial depolarization [GO:0098779]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of protein ubiquitination [GO:0031398]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]	GO:0000139; GO:0000209; GO:0003677; GO:0003723; GO:0004842; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006284; GO:0006513; GO:0007030; GO:0010637; GO:0016020; GO:0016567; GO:0016574; GO:0030154; GO:0031398; GO:0032922; GO:0034774; GO:0043161; GO:0061025; GO:0061630; GO:0070062; GO:0098779; GO:1903955; GO:1904813
FUN_002471	ME9	ntLink_8:1940731-1980641	Q7Z6Z7	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	Homo sapiens (Human)	base-excision repair [GO:0006284]; cell differentiation [GO:0030154]; circadian regulation of gene expression [GO:0032922]; Golgi organization [GO:0007030]; histone ubiquitination [GO:0016574]; membrane fusion [GO:0061025]; negative regulation of mitochondrial fusion [GO:0010637]; positive regulation of mitophagy in response to mitochondrial depolarization [GO:0098779]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of protein ubiquitination [GO:0031398]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]	GO:0000139; GO:0000209; GO:0003677; GO:0003723; GO:0004842; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006284; GO:0006513; GO:0007030; GO:0010637; GO:0016020; GO:0016567; GO:0016574; GO:0030154; GO:0031398; GO:0032922; GO:0034774; GO:0043161; GO:0061025; GO:0061630; GO:0070062; GO:0098779; GO:1903955; GO:1904813
FUN_002575	ME25	NA	NA	NA	NA	NA	NA
FUN_002578	ME4	ntLink_8:3957184-3961903	P36423	Thromboxane-A synthase (TS) (TXA synthase) (TXS) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	Mus musculus (Mouse)	cellular chloride ion homeostasis [GO:0030644]; icosanoid metabolic process [GO:0006690]; positive regulation of vasoconstriction [GO:0045907]; prostaglandin biosynthetic process [GO:0001516]; response to ethanol [GO:0045471]; response to fatty acid [GO:0070542]	GO:0001516; GO:0004497; GO:0004796; GO:0005506; GO:0005783; GO:0005789; GO:0005829; GO:0006690; GO:0016705; GO:0020037; GO:0030644; GO:0036134; GO:0045471; GO:0045907; GO:0070542; GO:0106256
FUN_002577	ME1	NA	NA	NA	NA	NA	NA
FUN_002650	ME9	NA	NA	NA	NA	NA	NA
FUN_002648	ME19	NA	NA	NA	NA	NA	NA
FUN_002654	ME4	NA	NA	NA	NA	NA	NA
FUN_002655	ME4	NA	NA	NA	NA	NA	NA
FUN_002656	ME2	NA	NA	NA	NA	NA	NA
FUN_002502	ME1	NA	NA	NA	NA	NA	NA
FUN_002532	ME30	NA	NA	NA	NA	NA	NA
FUN_002533	ME30	NA	NA	NA	NA	NA	NA
FUN_002566	ME19	NA	NA	NA	NA	NA	NA
FUN_002569	ME1	NA	NA	NA	NA	NA	NA
FUN_002475	ME9	NA	NA	NA	NA	NA	NA
FUN_002476	ME9	ntLink_8:2048781-2118943	P11369	LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]	Mus musculus (Mouse)	DNA recombination [GO:0006310]	GO:0003964; GO:0004519; GO:0006310; GO:0046872
FUN_002484	ME1	NA	NA	NA	NA	NA	NA
FUN_002492	ME17	NA	NA	NA	NA	NA	NA
FUN_002500	ME1	NA	NA	NA	NA	NA	NA
FUN_002501	ME17	NA	NA	NA	NA	NA	NA
FUN_002506	ME17	ntLink_8:2588763-2591886	Q80XJ3	Tetratricopeptide repeat protein 28 (TPR repeat protein 28)	Mus musculus (Mouse)	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]	GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023
FUN_002539	ME1	NA	NA	NA	NA	NA	NA
FUN_002542	ME4	NA	NA	NA	NA	NA	NA
FUN_002543	ME30	NA	NA	NA	NA	NA	NA
FUN_002546	ME30	NA	NA	NA	NA	NA	NA
FUN_002553	ME4	NA	NA	NA	NA	NA	NA
FUN_002554	ME1	NA	NA	NA	NA	NA	NA
FUN_002558	ME30	NA	NA	NA	NA	NA	NA
FUN_002559	ME8	NA	NA	NA	NA	NA	NA
FUN_002560	ME17	NA	NA	NA	NA	NA	NA
FUN_002561	ME1	NA	NA	NA	NA	NA	NA
FUN_002565	ME4	NA	NA	NA	NA	NA	NA
FUN_002573	ME1	NA	NA	NA	NA	NA	NA
FUN_002595	ME1	NA	NA	NA	NA	NA	NA
FUN_002596	ME1	NA	NA	NA	NA	NA	NA
FUN_002626	ME1	NA	NA	NA	NA	NA	NA
FUN_002580	ME8	ntLink_8:3977316-3990226	A8MY62	Putative beta-lactamase-like 1	Homo sapiens (Human)		
FUN_002581	ME9	ntLink_8:3991231-3998070	A9V7A1	Cytosolic Fe-S cluster assembly factor NUBP2 homolog	Monosiga brevicollis (Choanoflagellate)	iron-sulfur cluster assembly [GO:0016226]	GO:0005524; GO:0005829; GO:0016226; GO:0046872; GO:0051536; GO:0051539; GO:0140663
FUN_002593	ME1	NA	NA	NA	NA	NA	NA
FUN_002602	ME23	NA	NA	NA	NA	NA	NA
FUN_002606	ME8	NA	NA	NA	NA	NA	NA
FUN_002616	ME25	NA	NA	NA	NA	NA	NA
FUN_002620	ME8	NA	NA	NA	NA	NA	NA
FUN_002621	ME23	NA	NA	NA	NA	NA	NA
FUN_002624	ME1	NA	NA	NA	NA	NA	NA
FUN_002638	ME8	NA	NA	NA	NA	NA	NA
FUN_002657	ME9	NA	NA	NA	NA	NA	NA
FUN_002659	ME9	NA	NA	NA	NA	NA	NA
FUN_002660	ME2	NA	NA	NA	NA	NA	NA
FUN_002661	ME9	NA	NA	NA	NA	NA	NA
FUN_002662	ME6	NA	NA	NA	NA	NA	NA
FUN_002697	ME2	ntLink_8:5525321-5527191	Q3KPT7	Dehydrogenase/reductase SDR family member 6 (EC 1.1.1.-) ((R)-beta-hydroxybutyrate dehydrogenase) (3-hydroxybutyrate dehydrogenase type 2) (EC 1.1.1.30) (4-oxo-L-proline reductase) (EC 1.1.1.104) (Oxidoreductase UCPA) (Short chain dehydrogenase/reductase family 15C member 1)	Xenopus laevis (African clawed frog)	heme metabolic process [GO:0042168]; iron ion homeostasis [GO:0055072]; lipid metabolic process [GO:0006629]; siderophore biosynthetic process [GO:0019290]	GO:0003858; GO:0005737; GO:0006629; GO:0016617; GO:0016628; GO:0019290; GO:0042168; GO:0055072
FUN_002704	ME8	NA	NA	NA	NA	NA	NA
FUN_002699	ME2	NA	NA	NA	NA	NA	NA
FUN_002691	ME2	NA	NA	NA	NA	NA	NA
FUN_002692	ME2	NA	NA	NA	NA	NA	NA
FUN_002694	ME2	NA	NA	NA	NA	NA	NA
FUN_002695	ME6	NA	NA	NA	NA	NA	NA
FUN_002668	ME6	NA	NA	NA	NA	NA	NA
FUN_002669	ME2	NA	NA	NA	NA	NA	NA
FUN_002672	ME8	ntLink_8:5144663-5166881	B3EWZ3	Coadhesin	Acropora millepora (Staghorn coral) (Heteropora millepora)		GO:0016020
FUN_002710	ME19	NA	NA	NA	NA	NA	NA
FUN_002713	ME8	NA	NA	NA	NA	NA	NA
FUN_002706	ME8	NA	NA	NA	NA	NA	NA
FUN_002711	ME8	NA	NA	NA	NA	NA	NA
FUN_002712	ME8	NA	NA	NA	NA	NA	NA
FUN_002725	ME2	NA	NA	NA	NA	NA	NA
FUN_002716	ME1	NA	NA	NA	NA	NA	NA
FUN_002718	ME2	ntLink_8:5685261-5686486	Q96GS4	BLOC-1-related complex subunit 6 (Lysosome-dispersing protein) (Lyspersin)	Homo sapiens (Human)	lysosome localization [GO:0032418]; organelle transport along microtubule [GO:0072384]; regulation of endosome size [GO:0051036]; regulation of lysosome size [GO:0062196]	GO:0032418; GO:0042802; GO:0051036; GO:0062196; GO:0072384; GO:0098574; GO:0099078
FUN_002719	ME8	NA	NA	NA	NA	NA	NA
FUN_002720	ME18	NA	NA	NA	NA	NA	NA
FUN_002721	ME2	NA	NA	NA	NA	NA	NA
FUN_002723	ME9	ntLink_8:5727212-5749821	Q9VZX9	Adenosylhomocysteinase-like 1 (dAhcyL1) (Inactive S-adenosyl-L-homocysteine hydrolase) (S-adenosylhomocysteine hydrolase-like protein 1)	Drosophila melanogaster (Fruit fly)	one-carbon metabolic process [GO:0006730]; S-adenosylhomocysteine catabolic process [GO:0019510]; S-adenosylmethionine cycle [GO:0033353]	GO:0005829; GO:0006730; GO:0019510; GO:0033353
FUN_002728	ME25	NA	NA	NA	NA	NA	NA
FUN_002729	ME8	NA	NA	NA	NA	NA	NA
FUN_002734	ME1	NA	NA	NA	NA	NA	NA
FUN_002737	ME23	NA	NA	NA	NA	NA	NA
FUN_002802	ME25	NA	NA	NA	NA	NA	NA
FUN_002801	ME8	NA	NA	NA	NA	NA	NA
FUN_002739	ME1	NA	NA	NA	NA	NA	NA
FUN_002767	ME8	NA	NA	NA	NA	NA	NA
FUN_002803	ME25	NA	NA	NA	NA	NA	NA
FUN_002806	ME9	ntLink_8:6391075-6403366	Q8NEP9	Zinc finger protein 555	Homo sapiens (Human)	negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000122; GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0046872
FUN_002809	ME1	NA	NA	NA	NA	NA	NA
FUN_002812	ME23	NA	NA	NA	NA	NA	NA
FUN_002813	ME2	ntLink_8:6513841-6529563	D3ZHS6	Ubiquitin carboxyl-terminal hydrolase BAP1 (EC 3.4.19.12) (BRCA1-associated protein 1)	Rattus norvegicus (Rat)	cell population proliferation [GO:0008283]; chromatin organization [GO:0006325]; common myeloid progenitor cell proliferation [GO:0035726]; erythrocyte differentiation [GO:0030218]; erythrocyte maturation [GO:0043249]; gene expression [GO:0010467]; granulocyte differentiation [GO:0030851]; hematopoietic stem cell homeostasis [GO:0061484]; in utero embryonic development [GO:0001701]; leukocyte proliferation [GO:0070661]; macrophage homeostasis [GO:0061519]; mitotic cell cycle [GO:0000278]; monoubiquitinated histone H2A deubiquitination [GO:0035522]; monoubiquitinated protein deubiquitination [GO:0035520]; myeloid cell apoptotic process [GO:0033028]; negative regulation of DNA-templated transcription [GO:0045892]; neuron cellular homeostasis [GO:0070050]; neutrophil differentiation [GO:0030223]; nucleate erythrocyte differentiation [GO:0043363]; platelet morphogenesis [GO:0036344]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; regulation of cell cycle [GO:0051726]; regulation of cell growth [GO:0001558]; regulation of cytokine production involved in inflammatory response [GO:1900015]; regulation of inflammatory response [GO:0050727]; response to inorganic substance [GO:0010035]; thrombocyte differentiation [GO:0002574]; tissue homeostasis [GO:0001894]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0000278; GO:0001558; GO:0001701; GO:0001894; GO:0002574; GO:0003682; GO:0004843; GO:0005634; GO:0005737; GO:0006325; GO:0006511; GO:0008283; GO:0010035; GO:0010467; GO:0016579; GO:0030218; GO:0030223; GO:0030851; GO:0031490; GO:0033028; GO:0035517; GO:0035520; GO:0035522; GO:0035726; GO:0036344; GO:0043249; GO:0043363; GO:0045892; GO:0050727; GO:0051726; GO:0061484; GO:0061519; GO:0070050; GO:0070661; GO:0071108; GO:1900015
FUN_002865	ME19	NA	NA	NA	NA	NA	NA
FUN_002861	ME17	ntLink_8:7079127-7082508	Q96AY4	Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)	Homo sapiens (Human)	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]	GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301
FUN_002869	ME6	NA	NA	NA	NA	NA	NA
FUN_002871	ME2	NA	NA	NA	NA	NA	NA
FUN_003134	ME8	NA	NA	NA	NA	NA	NA
FUN_002887	ME8	NA	NA	NA	NA	NA	NA
FUN_002930	ME25	NA	NA	NA	NA	NA	NA
FUN_002935	ME17	NA	NA	NA	NA	NA	NA
FUN_003164	ME1	NA	NA	NA	NA	NA	NA
FUN_003165	ME19	ntLink_8:8344824-8346546	Q5U4C9	Dual specificity tyrosine-phosphorylation-regulated kinase 2 (EC 2.7.12.1)	Mus musculus (Mouse)	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; negative regulation of calcineurin-NFAT signaling cascade [GO:0070885]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of glycogen biosynthetic process [GO:0045725]; protein phosphorylation [GO:0006468]; smoothened signaling pathway [GO:0007224]	GO:0000151; GO:0000287; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005856; GO:0006468; GO:0007224; GO:0018105; GO:0018107; GO:0018108; GO:0030145; GO:0042771; GO:0045725; GO:0070885; GO:0106310; GO:1990904
FUN_003166	ME1	NA	NA	NA	NA	NA	NA
FUN_003169	ME4	NA	NA	NA	NA	NA	NA
FUN_003387	ME1	NA	NA	NA	NA	NA	NA
FUN_003427	ME2	NA	NA	NA	NA	NA	NA
FUN_003434	ME23	NA	NA	NA	NA	NA	NA
FUN_003450	ME1	ntLink_8:11545733-11549729	Q0EEE2	Patched domain-containing protein 3 (RND-type protein RNDEu-3)	Mus musculus (Mouse)		GO:0005783; GO:0005789; GO:0005886; GO:0016020; GO:0097225
FUN_003453	ME1	ntLink_8:11579544-11594917	A0A1B4XBH3	Highly reducing polyketide synthase sdnO (EC 2.3.1.-) (Sordarin/hypoxysordarin biosynthesis cluster protein O)	Sordaria araneosa (Pleurage araneosa)	antibiotic biosynthetic process [GO:0017000]; organic substance biosynthetic process [GO:1901576]	GO:0016491; GO:0016746; GO:0017000; GO:0031177; GO:1901576
FUN_003216	ME4	NA	NA	NA	NA	NA	NA
FUN_003209	ME2	NA	NA	NA	NA	NA	NA
FUN_003214	ME2	NA	NA	NA	NA	NA	NA
FUN_003218	ME2	NA	NA	NA	NA	NA	NA
FUN_003223	ME4	NA	NA	NA	NA	NA	NA
FUN_003379	ME2	NA	NA	NA	NA	NA	NA
FUN_003384	ME2	NA	NA	NA	NA	NA	NA
FUN_003505	ME1	NA	NA	NA	NA	NA	NA
FUN_003469	ME1	NA	NA	NA	NA	NA	NA
FUN_003480	ME1	NA	NA	NA	NA	NA	NA
FUN_003487	ME6	NA	NA	NA	NA	NA	NA
FUN_003489	ME4	NA	NA	NA	NA	NA	NA
FUN_003570	ME4	NA	NA	NA	NA	NA	NA
FUN_003576	ME6	NA	NA	NA	NA	NA	NA
FUN_003577	ME1	NA	NA	NA	NA	NA	NA
FUN_003585	ME4	ntLink_8:12957967-13027581	Q9NBX4	Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)	Drosophila melanogaster (Fruit fly)	transposition, DNA-mediated [GO:0006313]	GO:0003964; GO:0006313
FUN_003587	ME4	NA	NA	NA	NA	NA	NA
FUN_003588	ME1	NA	NA	NA	NA	NA	NA
FUN_003624	ME4	NA	NA	NA	NA	NA	NA
FUN_003681	ME25	NA	NA	NA	NA	NA	NA
FUN_003689	ME6	ntLink_8:14452051-14483402	P19477	Fibrinogen-like protein A (FREP-A)	Apostichopus parvimensis (Warty sea cucumber) (Stichopus parvimensis)		
FUN_003654	ME1	NA	NA	NA	NA	NA	NA
FUN_003693	ME8	NA	NA	NA	NA	NA	NA
FUN_003694	ME8	NA	NA	NA	NA	NA	NA
FUN_003695	ME8	NA	NA	NA	NA	NA	NA
FUN_003696	ME8	NA	NA	NA	NA	NA	NA
FUN_003697	ME8	NA	NA	NA	NA	NA	NA
FUN_003698	ME8	NA	NA	NA	NA	NA	NA
FUN_003699	ME8	NA	NA	NA	NA	NA	NA
FUN_003700	ME8	NA	NA	NA	NA	NA	NA
FUN_003701	ME8	NA	NA	NA	NA	NA	NA
FUN_003702	ME8	NA	NA	NA	NA	NA	NA
FUN_003703	ME8	NA	NA	NA	NA	NA	NA
FUN_003704	ME8	NA	NA	NA	NA	NA	NA
FUN_003705	ME8	NA	NA	NA	NA	NA	NA
FUN_003706	ME8	NA	NA	NA	NA	NA	NA
FUN_003707	ME8	NA	NA	NA	NA	NA	NA
FUN_003708	ME30	NA	NA	NA	NA	NA	NA
FUN_003711	ME1	NA	NA	NA	NA	NA	NA
FUN_003713	ME1	ntLink_8:14611810-14624727	A7RX69	Metalloprotease TIKI homolog (EC 3.4.-.-)	Nematostella vectensis (Starlet sea anemone)	negative regulation of Wnt signaling pathway [GO:0030178]; proteolysis [GO:0006508]	GO:0004222; GO:0006508; GO:0016020; GO:0030178; GO:0046872
FUN_003716	ME8	ntLink_8:14635278-14639071	Q91398	Casein kinase II subunit beta (CK II beta)	Danio rerio (Zebrafish) (Brachydanio rerio)	regulation of protein serine/threonine phosphatase activity [GO:0080163]; Wnt signaling pathway [GO:0016055]	GO:0005737; GO:0005956; GO:0016055; GO:0019887; GO:0046872; GO:0080163
FUN_003717	ME2	NA	NA	NA	NA	NA	NA
FUN_003757	ME4	NA	NA	NA	NA	NA	NA
FUN_003791	ME1	NA	NA	NA	NA	NA	NA
FUN_003839	ME1	ntLink_8:15911894-15918875	Q8TF64	PDZ domain-containing protein GIPC3	Homo sapiens (Human)		
FUN_003840	ME4	NA	NA	NA	NA	NA	NA
FUN_003845	ME17	NA	NA	NA	NA	NA	NA
FUN_003844	ME19	NA	NA	NA	NA	NA	NA
FUN_003810	ME4	NA	NA	NA	NA	NA	NA
FUN_003846	ME2	NA	NA	NA	NA	NA	NA
FUN_003849	ME1	NA	NA	NA	NA	NA	NA
FUN_003851	ME1	NA	NA	NA	NA	NA	NA
FUN_003852	ME4	ntLink_8:16120514-16126968	Q9BRB3	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q (N-acetylglucosamyl transferase component GPI1) (Phosphatidylinositol-glycan biosynthesis class Q protein) (PIG-Q)	Homo sapiens (Human)	carbohydrate metabolic process [GO:0005975]; GPI anchor biosynthetic process [GO:0006506]	GO:0000506; GO:0005783; GO:0005789; GO:0005975; GO:0006506
FUN_003903	ME17	ntLink_8:16720165-16723513	P19477	Fibrinogen-like protein A (FREP-A)	Apostichopus parvimensis (Warty sea cucumber) (Stichopus parvimensis)		
FUN_003907	ME1	NA	NA	NA	NA	NA	NA
FUN_003904	ME1	ntLink_8:16730389-16781299	P19477	Fibrinogen-like protein A (FREP-A)	Apostichopus parvimensis (Warty sea cucumber) (Stichopus parvimensis)		
FUN_003913	ME6	NA	NA	NA	NA	NA	NA
FUN_003864	ME25	NA	NA	NA	NA	NA	NA
FUN_003866	ME25	NA	NA	NA	NA	NA	NA
FUN_003860	ME8	NA	NA	NA	NA	NA	NA
FUN_003863	ME8	ntLink_8:16282603-16284063	A0A0C2SRU0	Decarboxylase iboD (EC 4.1.1.-) (Ibotenic acid biosynthesis cluster protein D)	Amanita muscaria (strain Koide BX008)	phospholipid biosynthetic process [GO:0008654]	GO:0004609; GO:0008654
FUN_003868	ME8	ntLink_8:16325857-16331391	A0A0C2SRU0	Decarboxylase iboD (EC 4.1.1.-) (Ibotenic acid biosynthesis cluster protein D)	Amanita muscaria (strain Koide BX008)	phospholipid biosynthetic process [GO:0008654]	GO:0004609; GO:0008654
FUN_003874	ME25	ntLink_8:16378900-16380909	A0A0C2SRU0	Decarboxylase iboD (EC 4.1.1.-) (Ibotenic acid biosynthesis cluster protein D)	Amanita muscaria (strain Koide BX008)	phospholipid biosynthetic process [GO:0008654]	GO:0004609; GO:0008654
FUN_003877	ME33	NA	NA	NA	NA	NA	NA
FUN_003878	ME33	NA	NA	NA	NA	NA	NA
FUN_003880	ME9	NA	NA	NA	NA	NA	NA
FUN_003886	ME2	NA	NA	NA	NA	NA	NA
FUN_003890	ME6	ntLink_8:16539612-16540505	B8VIU6	Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5)	Acropora millepora (Staghorn coral) (Heteropora millepora)		GO:0005576
FUN_003893	ME6	NA	NA	NA	NA	NA	NA
FUN_003894	ME9	ntLink_8:16573461-16595062	Q2PQH8	Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]	Canis lupus familiaris (Dog) (Canis familiaris)	glycogen biosynthetic process [GO:0005978]; glycogen catabolic process [GO:0005980]	GO:0004134; GO:0004135; GO:0005737; GO:0005978; GO:0005980; GO:0102500
FUN_003895	ME4	NA	NA	NA	NA	NA	NA
