"gene","module","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"FUN_004002","ME12","ntLink_8:17928984-17930846","P83852","Carboxypeptidase D (EC 3.4.17.22) (CPD-2) (Metallocarboxypeptidase D)","Lophonetta specularioides (Crested duck) (Anas specularioides)","proteolysis [GO:0006508]","GO:0004181; GO:0006508; GO:0008270; GO:0016020"
"FUN_004025","ME12",NA,NA,NA,NA,NA,NA
"FUN_004180","ME12",NA,NA,NA,NA,NA,NA
"FUN_004200","ME12",NA,NA,NA,NA,NA,NA
"FUN_004295","ME12",NA,NA,NA,NA,NA,NA
"FUN_004363","ME12",NA,NA,NA,NA,NA,NA
"FUN_004451","ME46",NA,NA,NA,NA,NA,NA
"FUN_004532","ME12",NA,NA,NA,NA,NA,NA
"FUN_004502","ME12",NA,NA,NA,NA,NA,NA
"FUN_004524","ME12",NA,NA,NA,NA,NA,NA
"FUN_004643","ME12","ntLink_8:25315812-25317174","C9JN71","Zinc finger protein 878","Homo sapiens (Human)","regulation of transcription by RNA polymerase II [GO:0006357]","GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0046872"
"FUN_004700","ME12",NA,NA,NA,NA,NA,NA
"FUN_004738","ME12",NA,NA,NA,NA,NA,NA
"FUN_004806","ME12",NA,NA,NA,NA,NA,NA
"FUN_004944","ME48",NA,NA,NA,NA,NA,NA
"FUN_005026","ME12",NA,NA,NA,NA,NA,NA
"FUN_005020","ME12",NA,NA,NA,NA,NA,NA
"FUN_005049","ME12",NA,NA,NA,NA,NA,NA
"FUN_005104","ME12",NA,NA,NA,NA,NA,NA
"FUN_005123","ME12","ntLink_8:31344459-31346849","P54965","Conjugated bile acid hydrolase (CBAH) (EC 3.5.1.-) (Bile salt hydrolase) (BSH) (CBAH-1) (Choloylglycine hydrolase) (EC 3.5.1.24)","Clostridium perfringens (strain 13 / Type A)","bile acid biosynthetic process [GO:0006699]","GO:0006699; GO:0045302; GO:0047742"
"FUN_005222","ME12",NA,NA,NA,NA,NA,NA
"FUN_005226","ME12",NA,NA,NA,NA,NA,NA
"FUN_005329","ME12","ntLink_8:34070288-34077407","Q3UZD5","Putative histone-lysine N-methyltransferase PRDM6 (EC 2.1.1.361) (PR domain zinc finger protein 6) (PR domain-containing protein 6) (PR domain-containing protein in smooth muscle)","Mus musculus (Mouse)","chromatin organization [GO:0006325]; histone methylation [GO:0016571]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of smooth muscle cell differentiation [GO:0051151]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neurogenesis [GO:0022008]; regulation of gene expression [GO:0010468]","GO:0000122; GO:0005634; GO:0006325; GO:0010468; GO:0016571; GO:0022008; GO:0042802; GO:0045892; GO:0046872; GO:0051151; GO:0140944"
"FUN_005384","ME12",NA,NA,NA,NA,NA,NA
"FUN_000209","ME12","ntLink_6:291801-295721","B8V7S0","CUB and peptidase domain-containing protein 1","Acropora millepora (Staghorn coral) (Heteropora millepora)","proteolysis [GO:0006508]","GO:0004252; GO:0005576; GO:0006508"
"FUN_000211","ME12",NA,NA,NA,NA,NA,NA
"FUN_000221","ME46",NA,NA,NA,NA,NA,NA
"FUN_000240","ME12",NA,NA,NA,NA,NA,NA
"FUN_000252","ME12",NA,NA,NA,NA,NA,NA
"FUN_000255","ME12",NA,NA,NA,NA,NA,NA
"FUN_000259","ME12",NA,NA,NA,NA,NA,NA
"FUN_000387","ME12",NA,NA,NA,NA,NA,NA
"FUN_000474","ME12",NA,NA,NA,NA,NA,NA
"FUN_000532","ME12",NA,NA,NA,NA,NA,NA
"FUN_000619","ME12",NA,NA,NA,NA,NA,NA
"FUN_000875","ME12",NA,NA,NA,NA,NA,NA
"FUN_000922","ME12","ntLink_6:6073546-6087614","P57769","Sorting nexin-16","Rattus norvegicus (Rat)","early endosome to late endosome transport [GO:0045022]; endosome to lysosome transport [GO:0008333]; protein targeting to lysosome [GO:0006622]","GO:0005764; GO:0005769; GO:0005770; GO:0005829; GO:0006622; GO:0008333; GO:0031313; GO:0031901; GO:0031902; GO:0035091; GO:0042802; GO:0045022"
"FUN_001000","ME12",NA,NA,NA,NA,NA,NA
"FUN_001039","ME12",NA,NA,NA,NA,NA,NA
"FUN_001078","ME12",NA,NA,NA,NA,NA,NA
"FUN_001095","ME12",NA,NA,NA,NA,NA,NA
"FUN_001252","ME12",NA,NA,NA,NA,NA,NA
"FUN_001256","ME12",NA,NA,NA,NA,NA,NA
"FUN_001308","ME46",NA,NA,NA,NA,NA,NA
"FUN_001309","ME46",NA,NA,NA,NA,NA,NA
"FUN_001282","ME48",NA,NA,NA,NA,NA,NA
"FUN_001298","ME46",NA,NA,NA,NA,NA,NA
"FUN_001300","ME46",NA,NA,NA,NA,NA,NA
"FUN_001352","ME12",NA,NA,NA,NA,NA,NA
"FUN_001380","ME12",NA,NA,NA,NA,NA,NA
"FUN_001376","ME12","ntLink_6:11706205-11708939","P05363","Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2)","Bos taurus (Bovine)","positive regulation of flagellated sperm motility [GO:1902093]; regulation of uterine smooth muscle contraction [GO:0070472]","GO:0004995; GO:0005886; GO:0016497; GO:0061827; GO:0070472; GO:0097225; GO:1902093"
"FUN_001393","ME12",NA,NA,NA,NA,NA,NA
"FUN_001389","ME12",NA,NA,NA,NA,NA,NA
"FUN_001453","ME12","ntLink_6:12545729-12550169","Q9UBR2","Cathepsin Z (EC 3.4.18.1) (Cathepsin P) (Cathepsin X)","Homo sapiens (Human)","angiotensin maturation [GO:0002003]; epithelial tube branching involved in lung morphogenesis [GO:0060441]; negative regulation of plasminogen activation [GO:0010757]; negative regulation of protein binding [GO:0032091]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; regulation of neuron death [GO:1901214]","GO:0002003; GO:0004180; GO:0004197; GO:0005576; GO:0005615; GO:0005764; GO:0005783; GO:0005788; GO:0005886; GO:0005938; GO:0006508; GO:0008234; GO:0010757; GO:0030134; GO:0031410; GO:0032091; GO:0033116; GO:0035580; GO:0043231; GO:0051603; GO:0060441; GO:0062023; GO:0070062; GO:1901214; GO:1904813"
"FUN_001474","ME46",NA,NA,NA,NA,NA,NA
"FUN_001481","ME12",NA,NA,NA,NA,NA,NA
"FUN_001530","ME12",NA,NA,NA,NA,NA,NA
"FUN_001843","ME12",NA,NA,NA,NA,NA,NA
"FUN_001845","ME12","ntLink_6:16902771-16913244","Q13395","Probable methyltransferase TARBP1 (EC 2.1.1.-) (TAR RNA-binding protein 1) (TAR RNA-binding protein of 185 kDa) (TRP-185)","Homo sapiens (Human)","regulation of transcription by RNA polymerase II [GO:0006357]; tRNA methylation [GO:0030488]","GO:0003723; GO:0005634; GO:0006357; GO:0016423; GO:0030488"
"FUN_001952","ME12",NA,NA,NA,NA,NA,NA
"FUN_001963","ME12",NA,NA,NA,NA,NA,NA
"FUN_002033","ME12",NA,NA,NA,NA,NA,NA
"FUN_002202","ME12",NA,NA,NA,NA,NA,NA
"FUN_002227","ME12",NA,NA,NA,NA,NA,NA
"FUN_002256","ME12",NA,NA,NA,NA,NA,NA
"FUN_005939","ME12",NA,NA,NA,NA,NA,NA
"FUN_005938","ME12",NA,NA,NA,NA,NA,NA
"FUN_006111","ME12",NA,NA,NA,NA,NA,NA
"FUN_006125","ME12",NA,NA,NA,NA,NA,NA
"FUN_006130","ME12",NA,NA,NA,NA,NA,NA
"FUN_006131","ME12",NA,NA,NA,NA,NA,NA
"FUN_006161","ME12",NA,NA,NA,NA,NA,NA
"FUN_006223","ME48",NA,NA,NA,NA,NA,NA
"FUN_006181","ME12",NA,NA,NA,NA,NA,NA
"FUN_006205","ME12",NA,NA,NA,NA,NA,NA
"FUN_006172","ME12","ptg000001l:8733241-8737616","Q9QXG2","Rab proteins geranylgeranyltransferase component A 1 (Choroideremia protein homolog) (Rab escort protein 1) (REP-1)","Mus musculus (Mouse)","blood vessel development [GO:0001568]; protein geranylgeranylation [GO:0018344]; protein targeting to membrane [GO:0006612]; small GTPase mediated signal transduction [GO:0007264]; vesicle-mediated transport [GO:0016192]","GO:0001568; GO:0005092; GO:0005096; GO:0005634; GO:0005737; GO:0005829; GO:0005968; GO:0006612; GO:0007264; GO:0016192; GO:0018344; GO:0031267; GO:0044877"
"FUN_006175","ME12","ptg000001l:8815213-8822390","Q7RTR2","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","Homo sapiens (Human)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]","GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223"
"FUN_006186","ME12",NA,NA,NA,NA,NA,NA
"FUN_006200","ME12",NA,NA,NA,NA,NA,NA
"FUN_006210","ME12",NA,NA,NA,NA,NA,NA
"FUN_006216","ME12",NA,NA,NA,NA,NA,NA
"FUN_006261","ME12",NA,NA,NA,NA,NA,NA
"FUN_006437","ME12","ptg000001l:12429565-12437245","P29145","PC3-like endoprotease variant B (EC 3.4.21.-) (SPC3)","Hydra vulgaris (Hydra) (Hydra attenuata)","proteolysis [GO:0006508]","GO:0004252; GO:0006508"
"FUN_006472","ME12",NA,NA,NA,NA,NA,NA
"FUN_006482","ME12",NA,NA,NA,NA,NA,NA
"FUN_006491","ME12","ptg000001l:13152667-13223215","Q7RTR2","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","Homo sapiens (Human)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]","GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223"
"FUN_006519","ME12",NA,NA,NA,NA,NA,NA
"FUN_006520","ME12",NA,NA,NA,NA,NA,NA
"FUN_006655","ME46",NA,NA,NA,NA,NA,NA
"FUN_006673","ME12",NA,NA,NA,NA,NA,NA
"FUN_006726","ME46","ptg000001l:15937776-15939905","P83852","Carboxypeptidase D (EC 3.4.17.22) (CPD-2) (Metallocarboxypeptidase D)","Lophonetta specularioides (Crested duck) (Anas specularioides)","proteolysis [GO:0006508]","GO:0004181; GO:0006508; GO:0008270; GO:0016020"
"FUN_006788","ME12",NA,NA,NA,NA,NA,NA
"FUN_006784","ME12",NA,NA,NA,NA,NA,NA
"FUN_006916","ME12",NA,NA,NA,NA,NA,NA
"FUN_006911","ME12",NA,NA,NA,NA,NA,NA
"FUN_006912","ME12",NA,NA,NA,NA,NA,NA
"FUN_006915","ME12",NA,NA,NA,NA,NA,NA
"FUN_006926","ME12",NA,NA,NA,NA,NA,NA
"FUN_006949","ME12",NA,NA,NA,NA,NA,NA
"FUN_007010","ME12",NA,NA,NA,NA,NA,NA
"FUN_007074","ME12",NA,NA,NA,NA,NA,NA
"FUN_007161","ME12",NA,NA,NA,NA,NA,NA
"FUN_007712","ME12",NA,NA,NA,NA,NA,NA
"FUN_007748","ME12",NA,NA,NA,NA,NA,NA
"FUN_007755","ME46",NA,NA,NA,NA,NA,NA
"FUN_007756","ME12",NA,NA,NA,NA,NA,NA
"FUN_007851","ME12",NA,NA,NA,NA,NA,NA
"FUN_007931","ME12",NA,NA,NA,NA,NA,NA
"FUN_007930","ME12",NA,NA,NA,NA,NA,NA
"FUN_007933","ME12",NA,NA,NA,NA,NA,NA
"FUN_008019","ME12",NA,NA,NA,NA,NA,NA
"FUN_008069","ME12",NA,NA,NA,NA,NA,NA
"FUN_008125","ME12",NA,NA,NA,NA,NA,NA
"FUN_008174","ME12",NA,NA,NA,NA,NA,NA
"FUN_008175","ME12",NA,NA,NA,NA,NA,NA
"FUN_008196","ME12",NA,NA,NA,NA,NA,NA
"FUN_008234","ME12",NA,NA,NA,NA,NA,NA
"FUN_008340","ME12","ptg000002l:10568265-10576923","B3EX02","MAM and fibronectin type III domain-containing protein 1","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0005576; GO:0016020"
"FUN_008406","ME12","ptg000002l:11192146-11196762","O54694","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)","Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)","adipose tissue development [GO:0060612]; ceramide biosynthetic process [GO:0046513]; positive regulation of lipophagy [GO:1904504]; sphinganine biosynthetic process [GO:0046511]; sphingomyelin biosynthetic process [GO:0006686]; sphingosine biosynthetic process [GO:0046512]","GO:0004758; GO:0005789; GO:0006686; GO:0017059; GO:0030170; GO:0046511; GO:0046512; GO:0046513; GO:0060612; GO:1904504"
"FUN_008411","ME12","ptg000002l:11229246-11240685","P12804","Fibroleukin (Cytotoxic T-lymphocyte-specific protein) (Fibrinogen-like protein 2) (Prothrombinase)","Mus musculus (Mouse)","cytolysis [GO:0019835]; negative regulation of defense response to virus [GO:0050687]; negative regulation of dendritic cell antigen processing and presentation [GO:0002605]; negative regulation of macrophage antigen processing and presentation [GO:0002617]; negative regulation of memory T cell differentiation [GO:0043381]; T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell [GO:0002291]","GO:0002291; GO:0002605; GO:0002617; GO:0005102; GO:0005615; GO:0019835; GO:0043381; GO:0050687; GO:0062023"
"FUN_008412","ME12",NA,NA,NA,NA,NA,NA
"FUN_008414","ME12","ptg000002l:11268500-11278454","P12804","Fibroleukin (Cytotoxic T-lymphocyte-specific protein) (Fibrinogen-like protein 2) (Prothrombinase)","Mus musculus (Mouse)","cytolysis [GO:0019835]; negative regulation of defense response to virus [GO:0050687]; negative regulation of dendritic cell antigen processing and presentation [GO:0002605]; negative regulation of macrophage antigen processing and presentation [GO:0002617]; negative regulation of memory T cell differentiation [GO:0043381]; T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell [GO:0002291]","GO:0002291; GO:0002605; GO:0002617; GO:0005102; GO:0005615; GO:0019835; GO:0043381; GO:0050687; GO:0062023"
"FUN_008431","ME12",NA,NA,NA,NA,NA,NA
"FUN_008547","ME12",NA,NA,NA,NA,NA,NA
"FUN_008569","ME12","ptg000002l:12972313-12975557","O70511","Ankyrin-3 (ANK-3) (Ankyrin-G)","Rattus norvegicus (Rat)","anterograde axonal transport [GO:0008089]; axon development [GO:0061564]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; cellular response to magnesium ion [GO:0071286]; clustering of voltage-gated sodium channels [GO:0045162]; establishment of protein localization [GO:0045184]; establishment or maintenance of microtubule cytoskeleton polarity [GO:0030951]; Golgi to plasma membrane protein transport [GO:0043001]; magnesium ion homeostasis [GO:0010960]; maintenance of protein location in cell [GO:0032507]; maintenance of protein location in plasma membrane [GO:0072660]; membrane assembly [GO:0071709]; mitotic cytokinesis [GO:0000281]; negative regulation of delayed rectifier potassium channel activity [GO:1902260]; negative regulation of endocytosis [GO:0045806]; neuromuscular junction development [GO:0007528]; neuronal action potential [GO:0019228]; plasma membrane organization [GO:0007009]; positive regulation of cation channel activity [GO:2001259]; positive regulation of cell communication by electrical coupling [GO:0010650]; positive regulation of gene expression [GO:0010628]; positive regulation of homotypic cell-cell adhesion [GO:0034112]; positive regulation of membrane depolarization during cardiac muscle cell action potential [GO:1900827]; positive regulation of membrane potential [GO:0045838]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of sodium ion transmembrane transporter activity [GO:2000651]; positive regulation of sodium ion transport [GO:0010765]; protein localization to axon [GO:0099612]; protein localization to plasma membrane [GO:0072659]; regulation of potassium ion transport [GO:0043266]; regulation of protein targeting [GO:1903533]; response to immobilization stress [GO:0035902]; signal transduction [GO:0007165]; synapse organization [GO:0050808]","GO:0000281; GO:0005200; GO:0005737; GO:0005764; GO:0005856; GO:0005886; GO:0007009; GO:0007165; GO:0007409; GO:0007411; GO:0007528; GO:0008089; GO:0008092; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016020; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030424; GO:0030425; GO:0030507; GO:0030674; GO:0030951; GO:0031594; GO:0032507; GO:0033268; GO:0033270; GO:0034112; GO:0035902; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045162; GO:0045184; GO:0045202; GO:0045211; GO:0045296; GO:0045806; GO:0045838; GO:0050808; GO:0061564; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:0140031; GO:1900827; GO:1901224; GO:1902260; GO:1903533; GO:1904115; GO:2000651; GO:2001259"
"FUN_008725","ME12",NA,NA,NA,NA,NA,NA
"FUN_008721","ME12",NA,NA,NA,NA,NA,NA
"FUN_008736","ME12",NA,NA,NA,NA,NA,NA
"FUN_008738","ME12",NA,NA,NA,NA,NA,NA
"FUN_008765","ME12",NA,NA,NA,NA,NA,NA
"FUN_008782","ME12",NA,NA,NA,NA,NA,NA
"FUN_008821","ME12",NA,NA,NA,NA,NA,NA
"FUN_008830","ME12",NA,NA,NA,NA,NA,NA
"FUN_008831","ME12",NA,NA,NA,NA,NA,NA
"FUN_008880","ME12",NA,NA,NA,NA,NA,NA
"FUN_009004","ME12","ptg000004l:1347064-1348078","P49286","Melatonin receptor type 1B (Mel-1B-R) (Mel1b receptor)","Homo sapiens (Human)","camera-type eye development [GO:0043010]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway [GO:0007186]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; glucose homeostasis [GO:0042593]; negative regulation of cGMP-mediated signaling [GO:0010754]; negative regulation of cytosolic calcium ion concentration [GO:0051481]; negative regulation of delayed rectifier potassium channel activity [GO:1902260]; negative regulation of insulin secretion [GO:0046676]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of transmission of nerve impulse [GO:0051970]; negative regulation of vasoconstriction [GO:0045906]; positive regulation of circadian sleep/wake cycle, non-REM sleep [GO:0046010]; positive regulation of transmission of nerve impulse [GO:0051971]; regulation of insulin secretion [GO:0050796]; regulation of neuronal action potential [GO:0098908]","GO:0004930; GO:0005886; GO:0007186; GO:0007187; GO:0007268; GO:0008502; GO:0010754; GO:0042593; GO:0043010; GO:0043524; GO:0045202; GO:0045906; GO:0046010; GO:0046676; GO:0050796; GO:0051481; GO:0051970; GO:0051971; GO:0098908; GO:1902260"
"FUN_009041","ME12",NA,NA,NA,NA,NA,NA
"FUN_009046","ME12",NA,NA,NA,NA,NA,NA
"FUN_009105","ME48",NA,NA,NA,NA,NA,NA
"FUN_009122","ME12",NA,NA,NA,NA,NA,NA
"FUN_009067","ME12","ptg000004l:2325745-2328419","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"FUN_009144","ME12",NA,NA,NA,NA,NA,NA
"FUN_009147","ME12",NA,NA,NA,NA,NA,NA
"FUN_009204","ME12",NA,NA,NA,NA,NA,NA
"FUN_009247","ME12","ptg000004l:4517182-4521090","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"FUN_009186","ME12",NA,NA,NA,NA,NA,NA
"FUN_009188","ME12","ptg000004l:3713204-3718490","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"FUN_009215","ME12",NA,NA,NA,NA,NA,NA
"FUN_009237","ME12",NA,NA,NA,NA,NA,NA
"FUN_009421","ME12","ptg000004l:6649532-6660760","B8VIU6","Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5)","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0005576"
"FUN_009428","ME12","ptg000004l:6743628-6745641","Q95218","Deleted in malignant brain tumors 1 protein (Hensin)","Oryctolagus cuniculus (Rabbit)","cell differentiation [GO:0030154]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; protein transport [GO:0015031]","GO:0005044; GO:0005576; GO:0015031; GO:0019898; GO:0030154; GO:0035375; GO:0042589; GO:0050829; GO:0050830"
"FUN_009390","ME12",NA,NA,NA,NA,NA,NA
"FUN_009448","ME12",NA,NA,NA,NA,NA,NA
"FUN_009458","ME12",NA,NA,NA,NA,NA,NA
"FUN_009523","ME12",NA,NA,NA,NA,NA,NA
"FUN_009608","ME48","ptg000004l:9246480-9252073","Q80XJ3","Tetratricopeptide repeat protein 28 (TPR repeat protein 28)","Mus musculus (Mouse)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023"
"FUN_009620","ME48","ptg000004l:9467921-9470612","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"FUN_009628","ME12",NA,NA,NA,NA,NA,NA
"FUN_009679","ME12",NA,NA,NA,NA,NA,NA
"FUN_009683","ME12",NA,NA,NA,NA,NA,NA
"FUN_009682","ME12","ptg000004l:10305249-10314656","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"FUN_009688","ME12",NA,NA,NA,NA,NA,NA
