gene	module	V1	V3	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
FUN_004239	ME36	NA	NA	NA	NA	NA	NA
FUN_004246	ME16	NA	NA	NA	NA	NA	NA
FUN_004249	ME16	NA	NA	NA	NA	NA	NA
FUN_004295	ME12	NA	NA	NA	NA	NA	NA
FUN_004314	ME27	NA	NA	NA	NA	NA	NA
FUN_004323	ME27	NA	NA	NA	NA	NA	NA
FUN_004363	ME12	NA	NA	NA	NA	NA	NA
FUN_004368	ME27	NA	NA	NA	NA	NA	NA
FUN_004390	ME16	NA	NA	NA	NA	NA	NA
FUN_004451	ME46	NA	NA	NA	NA	NA	NA
FUN_004532	ME12	NA	NA	NA	NA	NA	NA
FUN_004537	ME16	NA	NA	NA	NA	NA	NA
FUN_004502	ME12	NA	NA	NA	NA	NA	NA
FUN_004513	ME27	NA	NA	NA	NA	NA	NA
FUN_004524	ME12	NA	NA	NA	NA	NA	NA
FUN_004533	ME16	NA	NA	NA	NA	NA	NA
FUN_004534	ME16	NA	NA	NA	NA	NA	NA
FUN_004643	ME12	ntLink_8:25315812-25317174	C9JN71	Zinc finger protein 878	Homo sapiens (Human)	regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0046872
FUN_004660	ME27	NA	NA	NA	NA	NA	NA
FUN_004700	ME12	NA	NA	NA	NA	NA	NA
FUN_004738	ME12	NA	NA	NA	NA	NA	NA
FUN_004790	ME36	NA	NA	NA	NA	NA	NA
FUN_004759	ME16	ntLink_8:26577233-26653579	P0CT40	Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0015074; GO:0046872
FUN_004806	ME12	NA	NA	NA	NA	NA	NA
FUN_004812	ME29	ntLink_8:27280540-27285896	Q54T82	Putative leucine-rich repeat-containing protein DDB_G0281931	Dictyostelium discoideum (Social amoeba)		GO:0016020
FUN_004822	ME36	NA	NA	NA	NA	NA	NA
FUN_004887	ME29	ntLink_8:28386241-28400792	A0A0R4IBK5	E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)	Danio rerio (Zebrafish) (Brachydanio rerio)	blood circulation [GO:0008015]; defense response to bacterium [GO:0042742]; immune system process [GO:0002376]; lipid droplet formation [GO:0140042]; lipid ubiquitination [GO:0120323]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; protein K63-linked ubiquitination [GO:0070534]; regulation of lipid metabolic process [GO:0019216]; sprouting angiogenesis [GO:0002040]; ubiquitin-dependent protein catabolic process [GO:0006511]; xenophagy [GO:0098792]	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0016887; GO:0019216; GO:0042742; GO:0046872; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
FUN_004902	ME36	NA	NA	NA	NA	NA	NA
FUN_004937	ME16	NA	NA	NA	NA	NA	NA
FUN_004938	ME16	NA	NA	NA	NA	NA	NA
FUN_004934	ME29	NA	NA	NA	NA	NA	NA
FUN_005026	ME12	NA	NA	NA	NA	NA	NA
FUN_005020	ME12	NA	NA	NA	NA	NA	NA
FUN_005047	ME29	NA	NA	NA	NA	NA	NA
FUN_005049	ME12	NA	NA	NA	NA	NA	NA
FUN_005104	ME12	NA	NA	NA	NA	NA	NA
FUN_005123	ME12	ntLink_8:31344459-31346849	P54965	Conjugated bile acid hydrolase (CBAH) (EC 3.5.1.-) (Bile salt hydrolase) (BSH) (CBAH-1) (Choloylglycine hydrolase) (EC 3.5.1.24)	Clostridium perfringens (strain 13 / Type A)	bile acid biosynthetic process [GO:0006699]	GO:0006699; GO:0045302; GO:0047742
FUN_005190	ME36	NA	NA	NA	NA	NA	NA
FUN_005194	ME16	NA	NA	NA	NA	NA	NA
FUN_005202	ME16	NA	NA	NA	NA	NA	NA
FUN_005222	ME12	NA	NA	NA	NA	NA	NA
FUN_005226	ME12	NA	NA	NA	NA	NA	NA
FUN_005329	ME12	ntLink_8:34070288-34077407	Q3UZD5	Putative histone-lysine N-methyltransferase PRDM6 (EC 2.1.1.361) (PR domain zinc finger protein 6) (PR domain-containing protein 6) (PR domain-containing protein in smooth muscle)	Mus musculus (Mouse)	chromatin organization [GO:0006325]; histone methylation [GO:0016571]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of smooth muscle cell differentiation [GO:0051151]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neurogenesis [GO:0022008]; regulation of gene expression [GO:0010468]	GO:0000122; GO:0005634; GO:0006325; GO:0010468; GO:0016571; GO:0022008; GO:0042802; GO:0045892; GO:0046872; GO:0051151; GO:0140944
FUN_005384	ME12	NA	NA	NA	NA	NA	NA
FUN_005393	ME16	NA	NA	NA	NA	NA	NA
FUN_005453	ME36	NA	NA	NA	NA	NA	NA
FUN_000006	ME36	NA	NA	NA	NA	NA	NA
FUN_000209	ME12	ntLink_6:291801-295721	B8V7S0	CUB and peptidase domain-containing protein 1	Acropora millepora (Staghorn coral) (Heteropora millepora)	proteolysis [GO:0006508]	GO:0004252; GO:0005576; GO:0006508
FUN_000211	ME12	NA	NA	NA	NA	NA	NA
FUN_000219	ME27	NA	NA	NA	NA	NA	NA
FUN_000221	ME46	NA	NA	NA	NA	NA	NA
FUN_000237	ME16	NA	NA	NA	NA	NA	NA
FUN_000240	ME12	NA	NA	NA	NA	NA	NA
FUN_000252	ME12	NA	NA	NA	NA	NA	NA
FUN_000255	ME12	NA	NA	NA	NA	NA	NA
FUN_000259	ME12	NA	NA	NA	NA	NA	NA
FUN_000387	ME12	NA	NA	NA	NA	NA	NA
FUN_000474	ME12	NA	NA	NA	NA	NA	NA
FUN_000469	ME27	NA	NA	NA	NA	NA	NA
FUN_000470	ME27	NA	NA	NA	NA	NA	NA
FUN_000532	ME12	NA	NA	NA	NA	NA	NA
FUN_000567	ME27	NA	NA	NA	NA	NA	NA
FUN_000633	ME16	NA	NA	NA	NA	NA	NA
FUN_000619	ME12	NA	NA	NA	NA	NA	NA
FUN_000858	ME29	NA	NA	NA	NA	NA	NA
FUN_000874	ME16	NA	NA	NA	NA	NA	NA
FUN_000875	ME12	NA	NA	NA	NA	NA	NA
FUN_000878	ME27	NA	NA	NA	NA	NA	NA
FUN_000883	ME27	NA	NA	NA	NA	NA	NA
FUN_000891	ME27	ntLink_6:5743473-5751461	P47937	Neuromedin-K receptor (NKR) (NK-3 receptor) (NK-3R) (Neurokinin B receptor) (Tachykinin receptor 3)	Mus musculus (Mouse)	aging [GO:0007568]; hyperosmotic salinity response [GO:0042538]; positive regulation of blood pressure [GO:0045777]; positive regulation of flagellated sperm motility [GO:1902093]; positive regulation of heart rate [GO:0010460]; positive regulation of uterine smooth muscle contraction [GO:0070474]; regulation of dopamine metabolic process [GO:0042053]; regulation of feeding behavior [GO:0060259]; response to cocaine [GO:0042220]; response to estradiol [GO:0032355]; response to morphine [GO:0043278]	GO:0004995; GO:0005634; GO:0005737; GO:0005886; GO:0007568; GO:0010460; GO:0016020; GO:0032355; GO:0032590; GO:0032809; GO:0042053; GO:0042220; GO:0042538; GO:0043278; GO:0045777; GO:0060259; GO:0070474; GO:0097225; GO:1902093
FUN_000922	ME12	ntLink_6:6073546-6087614	P57769	Sorting nexin-16	Rattus norvegicus (Rat)	early endosome to late endosome transport [GO:0045022]; endosome to lysosome transport [GO:0008333]; protein targeting to lysosome [GO:0006622]	GO:0005764; GO:0005769; GO:0005770; GO:0005829; GO:0006622; GO:0008333; GO:0031313; GO:0031901; GO:0031902; GO:0035091; GO:0042802; GO:0045022
FUN_000976	ME29	NA	NA	NA	NA	NA	NA
FUN_001005	ME27	NA	NA	NA	NA	NA	NA
FUN_001000	ME12	NA	NA	NA	NA	NA	NA
FUN_001026	ME27	NA	NA	NA	NA	NA	NA
FUN_001031	ME27	NA	NA	NA	NA	NA	NA
FUN_001039	ME12	NA	NA	NA	NA	NA	NA
FUN_001061	ME36	ntLink_6:8026406-8044201	P23606	Protein-glutamine gamma-glutamyltransferase K (EC 2.3.2.13) (Epidermal TGase) (Transglutaminase K) (TG(K)) (TGK) (TGase K) (Transglutaminase-1) (TGase-1)	Rattus norvegicus (Rat)	animal organ morphogenesis [GO:0009887]; keratinization [GO:0031424]; keratinocyte differentiation [GO:0030216]; peptide cross-linking [GO:0018149]; positive regulation of cell cycle [GO:0045787]; positive regulation of keratinocyte proliferation [GO:0010838]	GO:0003810; GO:0005912; GO:0009887; GO:0010838; GO:0016020; GO:0018149; GO:0030216; GO:0031424; GO:0042802; GO:0045787; GO:0046872
FUN_001078	ME12	NA	NA	NA	NA	NA	NA
FUN_001095	ME12	NA	NA	NA	NA	NA	NA
FUN_001096	ME27	NA	NA	NA	NA	NA	NA
FUN_001201	ME36	ntLink_6:9717132-9724304	Q4R4S5	Lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	lipid catabolic process [GO:0016042]	GO:0004771; GO:0005764; GO:0016042
FUN_001240	ME16	NA	NA	NA	NA	NA	NA
FUN_001252	ME12	NA	NA	NA	NA	NA	NA
FUN_001256	ME12	NA	NA	NA	NA	NA	NA
FUN_001308	ME46	NA	NA	NA	NA	NA	NA
FUN_001309	ME46	NA	NA	NA	NA	NA	NA
FUN_001288	ME16	ntLink_6:10792021-10796541	Q9SZJ2	Glycine-rich domain-containing protein 2 (AtGRDP2)	Arabidopsis thaliana (Mouse-ear cress)	auxin-activated signaling pathway [GO:0009734]; cellular response to osmotic stress [GO:0071470]; regulation of auxin mediated signaling pathway [GO:0010928]; regulation of photoperiodism, flowering [GO:2000028]	GO:0009734; GO:0010928; GO:0071470; GO:2000028
FUN_001298	ME46	NA	NA	NA	NA	NA	NA
FUN_001300	ME46	NA	NA	NA	NA	NA	NA
FUN_001352	ME12	NA	NA	NA	NA	NA	NA
FUN_001373	ME27	NA	NA	NA	NA	NA	NA
FUN_001380	ME12	NA	NA	NA	NA	NA	NA
FUN_001376	ME12	ntLink_6:11706205-11708939	P05363	Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2)	Bos taurus (Bovine)	positive regulation of flagellated sperm motility [GO:1902093]; regulation of uterine smooth muscle contraction [GO:0070472]	GO:0004995; GO:0005886; GO:0016497; GO:0061827; GO:0070472; GO:0097225; GO:1902093
FUN_001393	ME12	NA	NA	NA	NA	NA	NA
FUN_001389	ME12	NA	NA	NA	NA	NA	NA
FUN_001392	ME27	NA	NA	NA	NA	NA	NA
FUN_001446	ME16	NA	NA	NA	NA	NA	NA
FUN_001453	ME12	ntLink_6:12545729-12550169	Q9UBR2	Cathepsin Z (EC 3.4.18.1) (Cathepsin P) (Cathepsin X)	Homo sapiens (Human)	angiotensin maturation [GO:0002003]; epithelial tube branching involved in lung morphogenesis [GO:0060441]; negative regulation of plasminogen activation [GO:0010757]; negative regulation of protein binding [GO:0032091]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; regulation of neuron death [GO:1901214]	GO:0002003; GO:0004180; GO:0004197; GO:0005576; GO:0005615; GO:0005764; GO:0005783; GO:0005788; GO:0005886; GO:0005938; GO:0006508; GO:0008234; GO:0010757; GO:0030134; GO:0031410; GO:0032091; GO:0033116; GO:0035580; GO:0043231; GO:0051603; GO:0060441; GO:0062023; GO:0070062; GO:1901214; GO:1904813
FUN_001493	ME16	NA	NA	NA	NA	NA	NA
FUN_001471	ME29	NA	NA	NA	NA	NA	NA
FUN_001474	ME46	NA	NA	NA	NA	NA	NA
FUN_001481	ME12	NA	NA	NA	NA	NA	NA
FUN_001527	ME27	ntLink_6:13265322-13266519	P56718	Orexin/Hypocretin receptor type 1 (Hypocretin receptor type 1) (Orexin receptor type 1) (Ox-1-R) (Ox1-R) (Ox1R)	Rattus norvegicus (Rat)	feeding behavior [GO:0007631]; G protein-coupled receptor signaling pathway [GO:0007186]; neuropeptide signaling pathway [GO:0007218]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; regulation of cytosolic calcium ion concentration [GO:0051480]	GO:0004930; GO:0005886; GO:0007186; GO:0007218; GO:0007631; GO:0016499; GO:0017046; GO:0051480; GO:0070374
FUN_001528	ME27	ntLink_6:13268616-13269735	Q9EQD2	Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide G-protein coupled receptor)	Rattus norvegicus (Rat)	G protein-coupled receptor signaling pathway [GO:0007186]; regulation of adenylate cyclase activity [GO:0045761]; regulation of cAMP-dependent protein kinase activity [GO:2000479]; regulation of MAPK cascade [GO:0043408]	GO:0004930; GO:0005886; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0042277; GO:0043408; GO:0045761; GO:2000479
FUN_001530	ME12	NA	NA	NA	NA	NA	NA
FUN_001565	ME36	NA	NA	NA	NA	NA	NA
FUN_001609	ME27	NA	NA	NA	NA	NA	NA
FUN_001608	ME27	NA	NA	NA	NA	NA	NA
FUN_001723	ME27	NA	NA	NA	NA	NA	NA
FUN_001689	ME29	NA	NA	NA	NA	NA	NA
FUN_001650	ME29	NA	NA	NA	NA	NA	NA
FUN_001843	ME12	NA	NA	NA	NA	NA	NA
FUN_001834	ME36	NA	NA	NA	NA	NA	NA
FUN_001845	ME12	ntLink_6:16902771-16913244	Q13395	Probable methyltransferase TARBP1 (EC 2.1.1.-) (TAR RNA-binding protein 1) (TAR RNA-binding protein of 185 kDa) (TRP-185)	Homo sapiens (Human)	regulation of transcription by RNA polymerase II [GO:0006357]; tRNA methylation [GO:0030488]	GO:0003723; GO:0005634; GO:0006357; GO:0016423; GO:0030488
FUN_001850	ME27	NA	NA	NA	NA	NA	NA
FUN_001912	ME36	NA	NA	NA	NA	NA	NA
FUN_001952	ME12	NA	NA	NA	NA	NA	NA
FUN_001940	ME27	ntLink_6:18050778-18056608	Q87PP5	Glycine betaine/proline/choline/ectoine transporter VP1456	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	amino acid transport [GO:0006865]	GO:0005886; GO:0006865; GO:0022857
FUN_001963	ME12	NA	NA	NA	NA	NA	NA
FUN_002033	ME12	NA	NA	NA	NA	NA	NA
FUN_002088	ME29	NA	NA	NA	NA	NA	NA
FUN_002105	ME16	ntLink_6:19933497-20075082	Q95SX7	Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)	Drosophila melanogaster (Fruit fly)	transposition, DNA-mediated [GO:0006313]	GO:0003964; GO:0006313
FUN_002194	ME29	NA	NA	NA	NA	NA	NA
FUN_002202	ME12	NA	NA	NA	NA	NA	NA
FUN_002227	ME12	NA	NA	NA	NA	NA	NA
FUN_002233	ME16	NA	NA	NA	NA	NA	NA
FUN_002256	ME12	NA	NA	NA	NA	NA	NA
FUN_002167	ME36	NA	NA	NA	NA	NA	NA
FUN_005720	ME27	ptg000001l:3056632-3125058	Q7LHG5	Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]; transposition, RNA-mediated [GO:0032197]	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197
FUN_005739	ME27	ptg000001l:3463186-3464035	A0A1L4BJ98	Dermonecrotic toxin Hl-PLD1 (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)	Hemiscorpius lepturus (Scorpion)	hemolysis in another organism [GO:0044179]; lipid catabolic process [GO:0016042]	GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0044179; GO:0046872; GO:0090729
FUN_005833	ME27	NA	NA	NA	NA	NA	NA
FUN_005939	ME12	NA	NA	NA	NA	NA	NA
FUN_005938	ME12	NA	NA	NA	NA	NA	NA
FUN_005945	ME16	NA	NA	NA	NA	NA	NA
FUN_005947	ME16	NA	NA	NA	NA	NA	NA
FUN_005944	ME16	NA	NA	NA	NA	NA	NA
FUN_005989	ME16	ptg000001l:6497965-6505354	O16025	Allene oxide synthase-lipoxygenase protein [Includes: Allene oxide synthase (AOS) (EC 4.2.1.-) (Hydroperoxidehydrase); Arachidonate 8-lipoxygenase (EC 1.13.11.40)]	Plexaura homomalla (Black sea rod)	arachidonic acid metabolic process [GO:0019369]; fatty acid biosynthetic process [GO:0006633]; lipid oxidation [GO:0034440]; oxylipin biosynthetic process [GO:0031408]	GO:0005506; GO:0005737; GO:0006633; GO:0009978; GO:0016020; GO:0019369; GO:0020037; GO:0031408; GO:0034440; GO:0047677
FUN_005970	ME29	ptg000001l:6296007-6299197	A7RPT4	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	Nematostella vectensis (Starlet sea anemone)		GO:0000166; GO:0046872; GO:0052856; GO:0052857
FUN_005974	ME16	ptg000001l:6350253-6351593	P25931	RYamide receptor (Neuropeptide Y-like receptor) (NPY-R)	Drosophila melanogaster (Fruit fly)	G protein-coupled receptor signaling pathway [GO:0007186]; neuropeptide signaling pathway [GO:0007218]	GO:0001653; GO:0004983; GO:0005886; GO:0007186; GO:0007218; GO:0008188; GO:0016020
FUN_005985	ME16	NA	NA	NA	NA	NA	NA
FUN_005993	ME16	ptg000001l:6539784-6540969	Q91175	Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (MAR1)	Oryzias latipes (Japanese rice fish) (Japanese killifish)	adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of heart rate by epinephrine-norepinephrine [GO:0001996]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of vasoconstriction [GO:0045907]	GO:0001996; GO:0004930; GO:0004937; GO:0005886; GO:0007200; GO:0007204; GO:0007267; GO:0043410; GO:0045907; GO:0071880
FUN_006103	ME36	NA	NA	NA	NA	NA	NA
FUN_006111	ME12	NA	NA	NA	NA	NA	NA
FUN_006125	ME12	NA	NA	NA	NA	NA	NA
FUN_006130	ME12	NA	NA	NA	NA	NA	NA
FUN_006131	ME12	NA	NA	NA	NA	NA	NA
FUN_006161	ME12	NA	NA	NA	NA	NA	NA
FUN_006156	ME36	NA	NA	NA	NA	NA	NA
FUN_006181	ME12	NA	NA	NA	NA	NA	NA
FUN_006205	ME12	NA	NA	NA	NA	NA	NA
FUN_006172	ME12	ptg000001l:8733241-8737616	Q9QXG2	Rab proteins geranylgeranyltransferase component A 1 (Choroideremia protein homolog) (Rab escort protein 1) (REP-1)	Mus musculus (Mouse)	blood vessel development [GO:0001568]; protein geranylgeranylation [GO:0018344]; protein targeting to membrane [GO:0006612]; small GTPase mediated signal transduction [GO:0007264]; vesicle-mediated transport [GO:0016192]	GO:0001568; GO:0005092; GO:0005096; GO:0005634; GO:0005737; GO:0005829; GO:0005968; GO:0006612; GO:0007264; GO:0016192; GO:0018344; GO:0031267; GO:0044877
FUN_006175	ME12	ptg000001l:8815213-8822390	Q7RTR2	NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)	Homo sapiens (Human)	I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_006186	ME12	NA	NA	NA	NA	NA	NA
FUN_006199	ME27	NA	NA	NA	NA	NA	NA
FUN_006200	ME12	NA	NA	NA	NA	NA	NA
FUN_006210	ME12	NA	NA	NA	NA	NA	NA
FUN_006216	ME12	NA	NA	NA	NA	NA	NA
FUN_006261	ME12	NA	NA	NA	NA	NA	NA
FUN_006325	ME29	NA	NA	NA	NA	NA	NA
FUN_006299	ME16	NA	NA	NA	NA	NA	NA
FUN_006410	ME29	NA	NA	NA	NA	NA	NA
FUN_006433	ME29	ptg000001l:12392425-12393044	P35061	Histone H2A	Acropora formosa (Staghorn coral)		GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_006437	ME12	ptg000001l:12429565-12437245	P29145	PC3-like endoprotease variant B (EC 3.4.21.-) (SPC3)	Hydra vulgaris (Hydra) (Hydra attenuata)	proteolysis [GO:0006508]	GO:0004252; GO:0006508
FUN_006607	ME29	NA	NA	NA	NA	NA	NA
FUN_006472	ME12	NA	NA	NA	NA	NA	NA
FUN_006482	ME12	NA	NA	NA	NA	NA	NA
