"gene","module","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"FUN_002813","ME2","ntLink_8:6513841-6529563","D3ZHS6","Ubiquitin carboxyl-terminal hydrolase BAP1 (EC 3.4.19.12) (BRCA1-associated protein 1)","Rattus norvegicus (Rat)","cell population proliferation [GO:0008283]; chromatin organization [GO:0006325]; common myeloid progenitor cell proliferation [GO:0035726]; erythrocyte differentiation [GO:0030218]; erythrocyte maturation [GO:0043249]; gene expression [GO:0010467]; granulocyte differentiation [GO:0030851]; hematopoietic stem cell homeostasis [GO:0061484]; in utero embryonic development [GO:0001701]; leukocyte proliferation [GO:0070661]; macrophage homeostasis [GO:0061519]; mitotic cell cycle [GO:0000278]; monoubiquitinated histone H2A deubiquitination [GO:0035522]; monoubiquitinated protein deubiquitination [GO:0035520]; myeloid cell apoptotic process [GO:0033028]; negative regulation of DNA-templated transcription [GO:0045892]; neuron cellular homeostasis [GO:0070050]; neutrophil differentiation [GO:0030223]; nucleate erythrocyte differentiation [GO:0043363]; platelet morphogenesis [GO:0036344]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; regulation of cell cycle [GO:0051726]; regulation of cell growth [GO:0001558]; regulation of cytokine production involved in inflammatory response [GO:1900015]; regulation of inflammatory response [GO:0050727]; response to inorganic substance [GO:0010035]; thrombocyte differentiation [GO:0002574]; tissue homeostasis [GO:0001894]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0000278; GO:0001558; GO:0001701; GO:0001894; GO:0002574; GO:0003682; GO:0004843; GO:0005634; GO:0005737; GO:0006325; GO:0006511; GO:0008283; GO:0010035; GO:0010467; GO:0016579; GO:0030218; GO:0030223; GO:0030851; GO:0031490; GO:0033028; GO:0035517; GO:0035520; GO:0035522; GO:0035726; GO:0036344; GO:0043249; GO:0043363; GO:0045892; GO:0050727; GO:0051726; GO:0061484; GO:0061519; GO:0070050; GO:0070661; GO:0071108; GO:1900015"
"FUN_002865","ME19",NA,NA,NA,NA,NA,NA
"FUN_002868","ME7","ntLink_8:7143332-7159431","P0C6B8","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Rattus norvegicus (Rat)","cell adhesion [GO:0007155]; epidermis development [GO:0008544]; gene expression [GO:0010467]; lymph circulation [GO:0003017]; lymph vessel development [GO:0001945]; lymph vessel morphogenesis [GO:0036303]; Tie signaling pathway [GO:0048014]; tight junction organization [GO:0120193]","GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005615; GO:0005634; GO:0005737; GO:0007155; GO:0008544; GO:0010467; GO:0016020; GO:0031012; GO:0036303; GO:0048014; GO:0120193"
"FUN_002856","ME7",NA,NA,NA,NA,NA,NA
"FUN_002869","ME6",NA,NA,NA,NA,NA,NA
"FUN_002871","ME2",NA,NA,NA,NA,NA,NA
"FUN_003134","ME8",NA,NA,NA,NA,NA,NA
"FUN_002887","ME8",NA,NA,NA,NA,NA,NA
"FUN_003164","ME1",NA,NA,NA,NA,NA,NA
"FUN_003165","ME19","ntLink_8:8344824-8346546","Q5U4C9","Dual specificity tyrosine-phosphorylation-regulated kinase 2 (EC 2.7.12.1)","Mus musculus (Mouse)","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; negative regulation of calcineurin-NFAT signaling cascade [GO:0070885]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of glycogen biosynthetic process [GO:0045725]; protein phosphorylation [GO:0006468]; smoothened signaling pathway [GO:0007224]","GO:0000151; GO:0000287; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005856; GO:0006468; GO:0007224; GO:0018105; GO:0018107; GO:0018108; GO:0030145; GO:0042771; GO:0045725; GO:0070885; GO:0106310; GO:1990904"
"FUN_003166","ME1",NA,NA,NA,NA,NA,NA
"FUN_003387","ME1",NA,NA,NA,NA,NA,NA
"FUN_003435","ME15",NA,NA,NA,NA,NA,NA
"FUN_003427","ME2",NA,NA,NA,NA,NA,NA
"FUN_003450","ME1","ntLink_8:11545733-11549729","Q0EEE2","Patched domain-containing protein 3 (RND-type protein RNDEu-3)","Mus musculus (Mouse)","","GO:0005783; GO:0005789; GO:0005886; GO:0016020; GO:0097225"
"FUN_003453","ME1","ntLink_8:11579544-11594917","A0A1B4XBH3","Highly reducing polyketide synthase sdnO (EC 2.3.1.-) (Sordarin/hypoxysordarin biosynthesis cluster protein O)","Sordaria araneosa (Pleurage araneosa)","antibiotic biosynthetic process [GO:0017000]; organic substance biosynthetic process [GO:1901576]","GO:0016491; GO:0016746; GO:0017000; GO:0031177; GO:1901576"
"FUN_003209","ME2",NA,NA,NA,NA,NA,NA
"FUN_003214","ME2",NA,NA,NA,NA,NA,NA
"FUN_003218","ME2",NA,NA,NA,NA,NA,NA
"FUN_003366","ME34",NA,NA,NA,NA,NA,NA
"FUN_003379","ME2",NA,NA,NA,NA,NA,NA
"FUN_003380","ME15",NA,NA,NA,NA,NA,NA
"FUN_003384","ME2",NA,NA,NA,NA,NA,NA
"FUN_003501","ME15",NA,NA,NA,NA,NA,NA
"FUN_003505","ME1",NA,NA,NA,NA,NA,NA
"FUN_003469","ME1",NA,NA,NA,NA,NA,NA
"FUN_003480","ME1",NA,NA,NA,NA,NA,NA
"FUN_003487","ME6",NA,NA,NA,NA,NA,NA
"FUN_003488","ME15",NA,NA,NA,NA,NA,NA
"FUN_003576","ME6",NA,NA,NA,NA,NA,NA
"FUN_003577","ME1",NA,NA,NA,NA,NA,NA
"FUN_003588","ME1",NA,NA,NA,NA,NA,NA
"FUN_003613","ME7",NA,NA,NA,NA,NA,NA
"FUN_003689","ME6","ntLink_8:14452051-14483402","P19477","Fibrinogen-like protein A (FREP-A)","Apostichopus parvimensis (Warty sea cucumber) (Stichopus parvimensis)","",""
"FUN_003653","ME34",NA,NA,NA,NA,NA,NA
"FUN_003654","ME1",NA,NA,NA,NA,NA,NA
"FUN_003693","ME8",NA,NA,NA,NA,NA,NA
"FUN_003694","ME8",NA,NA,NA,NA,NA,NA
"FUN_003695","ME8",NA,NA,NA,NA,NA,NA
"FUN_003696","ME8",NA,NA,NA,NA,NA,NA
"FUN_003697","ME8",NA,NA,NA,NA,NA,NA
"FUN_003698","ME8",NA,NA,NA,NA,NA,NA
"FUN_003699","ME8",NA,NA,NA,NA,NA,NA
"FUN_003700","ME8",NA,NA,NA,NA,NA,NA
"FUN_003701","ME8",NA,NA,NA,NA,NA,NA
"FUN_003702","ME8",NA,NA,NA,NA,NA,NA
"FUN_003703","ME8",NA,NA,NA,NA,NA,NA
"FUN_003704","ME8",NA,NA,NA,NA,NA,NA
"FUN_003705","ME8",NA,NA,NA,NA,NA,NA
"FUN_003706","ME8",NA,NA,NA,NA,NA,NA
"FUN_003707","ME8",NA,NA,NA,NA,NA,NA
"FUN_003711","ME1",NA,NA,NA,NA,NA,NA
"FUN_003713","ME1","ntLink_8:14611810-14624727","A7RX69","Metalloprotease TIKI homolog (EC 3.4.-.-)","Nematostella vectensis (Starlet sea anemone)","negative regulation of Wnt signaling pathway [GO:0030178]; proteolysis [GO:0006508]","GO:0004222; GO:0006508; GO:0016020; GO:0030178; GO:0046872"
"FUN_003716","ME8","ntLink_8:14635278-14639071","Q91398","Casein kinase II subunit beta (CK II beta)","Danio rerio (Zebrafish) (Brachydanio rerio)","regulation of protein serine/threonine phosphatase activity [GO:0080163]; Wnt signaling pathway [GO:0016055]","GO:0005737; GO:0005956; GO:0016055; GO:0019887; GO:0046872; GO:0080163"
"FUN_003717","ME2",NA,NA,NA,NA,NA,NA
"FUN_003791","ME1",NA,NA,NA,NA,NA,NA
"FUN_003839","ME1","ntLink_8:15911894-15918875","Q8TF64","PDZ domain-containing protein GIPC3","Homo sapiens (Human)","",""
"FUN_003844","ME19",NA,NA,NA,NA,NA,NA
"FUN_003846","ME2",NA,NA,NA,NA,NA,NA
"FUN_003849","ME1",NA,NA,NA,NA,NA,NA
"FUN_003851","ME1",NA,NA,NA,NA,NA,NA
"FUN_003853","ME7",NA,NA,NA,NA,NA,NA
"FUN_003907","ME1",NA,NA,NA,NA,NA,NA
"FUN_003904","ME1","ntLink_8:16730389-16781299","P19477","Fibrinogen-like protein A (FREP-A)","Apostichopus parvimensis (Warty sea cucumber) (Stichopus parvimensis)","",""
"FUN_003913","ME6",NA,NA,NA,NA,NA,NA
"FUN_003860","ME8",NA,NA,NA,NA,NA,NA
"FUN_003862","ME7",NA,NA,NA,NA,NA,NA
"FUN_003863","ME8","ntLink_8:16282603-16284063","A0A0C2SRU0","Decarboxylase iboD (EC 4.1.1.-) (Ibotenic acid biosynthesis cluster protein D)","Amanita muscaria (strain Koide BX008)","phospholipid biosynthetic process [GO:0008654]","GO:0004609; GO:0008654"
"FUN_003868","ME8","ntLink_8:16325857-16331391","A0A0C2SRU0","Decarboxylase iboD (EC 4.1.1.-) (Ibotenic acid biosynthesis cluster protein D)","Amanita muscaria (strain Koide BX008)","phospholipid biosynthetic process [GO:0008654]","GO:0004609; GO:0008654"
"FUN_003876","ME7","ntLink_8:16411282-16412641","A0A0C2SRU0","Decarboxylase iboD (EC 4.1.1.-) (Ibotenic acid biosynthesis cluster protein D)","Amanita muscaria (strain Koide BX008)","phospholipid biosynthetic process [GO:0008654]","GO:0004609; GO:0008654"
"FUN_003886","ME2",NA,NA,NA,NA,NA,NA
"FUN_003890","ME6","ntLink_8:16539612-16540505","B8VIU6","Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5)","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0005576"
"FUN_003893","ME6",NA,NA,NA,NA,NA,NA
"FUN_003896","ME1","ntLink_8:16600653-16623135","Q61496","ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Mvh) (Vasa homolog)","Mus musculus (Mouse)","cell differentiation [GO:0030154]; DNA methylation involved in gamete generation [GO:0043046]; flagellated sperm motility [GO:0030317]; gamete generation [GO:0007276]; male meiosis I [GO:0007141]; male meiotic nuclear division [GO:0007140]; negative regulation of transposition [GO:0010529]; piRNA processing [GO:0034587]; regulation of protein localization [GO:0032880]; spermatogenesis [GO:0007283]","GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0007140; GO:0007141; GO:0007276; GO:0007283; GO:0010529; GO:0016887; GO:0030154; GO:0030317; GO:0032880; GO:0033391; GO:0034587; GO:0043046; GO:0043186; GO:0048471; GO:0071546; GO:0071547; GO:0140693; GO:1990904"
"FUN_003898","ME2",NA,NA,NA,NA,NA,NA
"FUN_003900","ME1",NA,NA,NA,NA,NA,NA
"FUN_003936","ME1",NA,NA,NA,NA,NA,NA
"FUN_003957","ME19",NA,NA,NA,NA,NA,NA
"FUN_003919","ME8",NA,NA,NA,NA,NA,NA
"FUN_003926","ME1",NA,NA,NA,NA,NA,NA
"FUN_003925","ME1",NA,NA,NA,NA,NA,NA
"FUN_003927","ME1",NA,NA,NA,NA,NA,NA
"FUN_003930","ME1",NA,NA,NA,NA,NA,NA
"FUN_003933","ME15",NA,NA,NA,NA,NA,NA
"FUN_003940","ME42",NA,NA,NA,NA,NA,NA
"FUN_003978","ME6","ntLink_8:17646246-17648775","Q8VIG3","Radial spoke head 1 homolog (Male meiotic metaphase chromosome-associated acidic protein) (Meichroacidin) (Testis-specific gene A2 protein)","Mus musculus (Mouse)","axoneme assembly [GO:0035082]; meiotic cell cycle [GO:0051321]; spermatid development [GO:0007286]","GO:0000794; GO:0001520; GO:0005634; GO:0005737; GO:0005829; GO:0005929; GO:0007286; GO:0031514; GO:0035082; GO:0036126; GO:0051321; GO:0072687"
"FUN_003979","ME7",NA,NA,NA,NA,NA,NA
"FUN_003982","ME1",NA,NA,NA,NA,NA,NA
"FUN_003983","ME15",NA,NA,NA,NA,NA,NA
"FUN_003986","ME1",NA,NA,NA,NA,NA,NA
"FUN_003991","ME8","ntLink_8:17800083-17800698","Q0GGW5","Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1 homolog) (LKB1)","Gallus gallus (Chicken)","activation of protein kinase activity [GO:0032147]; cell cycle [GO:0007049]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to starvation [GO:0009267]; establishment of cell polarity [GO:0030010]; glucose homeostasis [GO:0042593]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell growth [GO:0030308]; positive regulation of vesicle transport along microtubule [GO:1901610]; protein autophosphorylation [GO:0046777]; protein dephosphorylation [GO:0006470]; protein phosphorylation [GO:0006468]; regulation of cell growth [GO:0001558]; regulation of Wnt signaling pathway [GO:0030111]; response to ionizing radiation [GO:0010212]; response to xenobiotic stimulus [GO:0009410]; signal transduction [GO:0007165]; vasculature development [GO:0001944]","GO:0000287; GO:0001558; GO:0001944; GO:0002039; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006468; GO:0006470; GO:0006974; GO:0007049; GO:0007165; GO:0009267; GO:0009410; GO:0010212; GO:0016020; GO:0019901; GO:0030010; GO:0030111; GO:0030295; GO:0030308; GO:0032147; GO:0042593; GO:0046777; GO:0072332; GO:0090090; GO:0106310; GO:1901610"
"FUN_003999","ME8",NA,NA,NA,NA,NA,NA
"FUN_004000","ME8",NA,NA,NA,NA,NA,NA
"FUN_004006","ME1",NA,NA,NA,NA,NA,NA
"FUN_004008","ME2",NA,NA,NA,NA,NA,NA
"FUN_004018","ME1",NA,NA,NA,NA,NA,NA
"FUN_004016","ME1","ntLink_8:18126381-18127137","Q06AA5","Tetraspanin-9 (Tspan-9)","Sus scrofa (Pig)","","GO:0005886"
"FUN_004020","ME15",NA,NA,NA,NA,NA,NA
"FUN_004021","ME15",NA,NA,NA,NA,NA,NA
"FUN_004027","ME2",NA,NA,NA,NA,NA,NA
"FUN_004032","ME2",NA,NA,NA,NA,NA,NA
"FUN_004038","ME1","ntLink_8:18514184-18525205","Q32Q06","AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)","Rattus norvegicus (Rat)","endosome to melanosome transport [GO:0035646]; intracellular protein transport [GO:0006886]; melanosome organization [GO:0032438]; vesicle-mediated transport [GO:0016192]","GO:0005794; GO:0006886; GO:0016192; GO:0030131; GO:0030136; GO:0030665; GO:0031410; GO:0032438; GO:0035615; GO:0035646"
"FUN_004039","ME1",NA,NA,NA,NA,NA,NA
"FUN_004053","ME8",NA,NA,NA,NA,NA,NA
"FUN_004043","ME1",NA,NA,NA,NA,NA,NA
"FUN_004045","ME1",NA,NA,NA,NA,NA,NA
"FUN_004072","ME1",NA,NA,NA,NA,NA,NA
"FUN_004079","ME8",NA,NA,NA,NA,NA,NA
"FUN_004055","ME6",NA,NA,NA,NA,NA,NA
"FUN_004058","ME1",NA,NA,NA,NA,NA,NA
"FUN_004080","ME7",NA,NA,NA,NA,NA,NA
"FUN_004083","ME2","ntLink_8:18989336-18999141","Q9ET22","Dipeptidyl peptidase 2 (EC 3.4.14.2) (Dipeptidyl aminopeptidase II) (Dipeptidyl peptidase 7) (Dipeptidyl peptidase II) (DPP II) (Quiescent cell proline dipeptidase)","Mus musculus (Mouse)","lysosomal protein catabolic process [GO:1905146]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]","GO:0004177; GO:0005576; GO:0005764; GO:0005794; GO:0005829; GO:0006508; GO:0008236; GO:0008239; GO:0030163; GO:0031410; GO:0031982; GO:0043231; GO:1905146"
"FUN_004085","ME8",NA,NA,NA,NA,NA,NA
"FUN_004088","ME8","ntLink_8:19080122-19105550","Q0KIA2","PP2C-like domain-containing protein CG9801","Drosophila melanogaster (Fruit fly)","",""
"FUN_004106","ME8",NA,NA,NA,NA,NA,NA
"FUN_004094","ME15",NA,NA,NA,NA,NA,NA
"FUN_004095","ME1",NA,NA,NA,NA,NA,NA
"FUN_004097","ME6",NA,NA,NA,NA,NA,NA
"FUN_004098","ME2",NA,NA,NA,NA,NA,NA
"FUN_004099","ME2",NA,NA,NA,NA,NA,NA
