FUN_000226-T1	sp|Q6P4K1|HDGR2_XENTR	36.7	79	2.4e-09	65.5	sp|Q6P4K1|HDGR2_XENTR Hepatoma-derived growth factor-related protein 2 OS=Xenopus tropicalis OX=8364 GN=hdgfl2 PE=2 SV=1
FUN_000229-T1	sp|Q3ZBL9|CCNH_BOVIN	41.9	284	2.3e-51	204.1	sp|Q3ZBL9|CCNH_BOVIN Cyclin-H OS=Bos taurus OX=9913 GN=CCNH PE=2 SV=1
FUN_000230-T1	sp|Q5VTE6|ANGE2_HUMAN	44.9	254	8.2e-53	209.9	sp|Q5VTE6|ANGE2_HUMAN Protein angel homolog 2 OS=Homo sapiens OX=9606 GN=ANGEL2 PE=1 SV=1
FUN_000231-T1	sp|Q1ZXH8|GXCDD_DICDI	36.5	203	4.3e-26	122.5	sp|Q1ZXH8|GXCDD_DICDI Guanine exchange factor for Rac 30 OS=Dictyostelium discoideum OX=44689 GN=gxcDD PE=4 SV=3
FUN_000232-T1	sp|Q9R111|GUAD_MOUSE	50.3	441	2.3e-118	427.2	sp|Q9R111|GUAD_MOUSE Guanine deaminase OS=Mus musculus OX=10090 GN=Gda PE=1 SV=1
FUN_000237-T1	sp|Q2KHR2|RFX7_HUMAN	45.1	255	3.4e-47	191.8	sp|Q2KHR2|RFX7_HUMAN DNA-binding protein RFX7 OS=Homo sapiens OX=9606 GN=RFX7 PE=1 SV=2
FUN_000238-T1	sp|Q5ZI58|ATOSA_CHICK	35.3	552	1.0e-61	239.6	sp|Q5ZI58|ATOSA_CHICK Atos homolog protein A OS=Gallus gallus OX=9031 GN=ATOSA PE=2 SV=2
FUN_000239-T1	sp|Q2KHT7|RS27_BOVIN	89.3	84	1.7e-38	159.5	sp|Q2KHT7|RS27_BOVIN Small ribosomal subunit protein eS27 OS=Bos taurus OX=9913 GN=RPS27 PE=1 SV=3
FUN_000247-T2	sp|P22045|PGFS_LEIMA	36.9	271	1.1e-36	157.1	sp|P22045|PGFS_LEIMA 9,11-endoperoxide prostaglandin H2 reductase OS=Leishmania major OX=5664 GN=P100/11E PE=1 SV=3
FUN_000260-T1	sp|Q3KPL3|LYSM2_XENLA	33.9	165	2.7e-12	74.3	sp|Q3KPL3|LYSM2_XENLA LysM and putative peptidoglycan-binding domain-containing protein 2 OS=Xenopus laevis OX=8355 GN=lysmd2 PE=2 SV=2
FUN_000263-T1	sp|Q5ZLW3|DYM_CHICK	49.3	690	7.1e-175	615.5	sp|Q5ZLW3|DYM_CHICK Dymeclin OS=Gallus gallus OX=9031 GN=DYM PE=2 SV=1
FUN_000264-T1	sp|Q9W734|SMAD6_CHICK	37.1	353	2.7e-54	214.2	sp|Q9W734|SMAD6_CHICK Mothers against decapentaplegic homolog 6 OS=Gallus gallus OX=9031 GN=SMAD6 PE=2 SV=1
FUN_000265-T1	sp|P84023|SMAD3_CHICK	74.9	430	5.4e-189	661.8	sp|P84023|SMAD3_CHICK Mothers against decapentaplegic homolog 3 OS=Gallus gallus OX=9031 GN=SMAD3 PE=2 SV=1
FUN_000270-T1	sp|Q0P483|S2542_DANRE	51.5	324	5.3e-87	322.8	sp|Q0P483|S2542_DANRE Mitochondrial coenzyme A transporter SLC25A42 OS=Danio rerio OX=7955 GN=slc25a42 PE=2 SV=1
FUN_000272-T1	sp|O75031|HSF2B_HUMAN	43.2	190	5.9e-32	139.0	sp|O75031|HSF2B_HUMAN Heat shock factor 2-binding protein OS=Homo sapiens OX=9606 GN=HSF2BP PE=1 SV=1
FUN_000276-T1	sp|Q4N4N8|TXND_THEPA	31.8	173	3.6e-17	90.1	sp|Q4N4N8|TXND_THEPA Thioredoxin domain-containing protein OS=Theileria parva OX=5875 GN=TP02_0602 PE=1 SV=1
FUN_000283-T1	sp|Q9I8C7|ACH10_CHICK	46.3	322	4.6e-86	320.1	sp|Q9I8C7|ACH10_CHICK Neuronal acetylcholine receptor subunit alpha-10 OS=Gallus gallus OX=9031 GN=CHRNA10 PE=3 SV=1
FUN_000285-T1	sp|Q8BYH7|TBC17_MOUSE	30.3	307	1.2e-37	159.1	sp|Q8BYH7|TBC17_MOUSE TBC1 domain family member 17 OS=Mus musculus OX=10090 GN=Tbc1d17 PE=1 SV=2
FUN_000289-T1	sp|Q9UPM8|AP4E1_HUMAN	26.1	743	7.4e-53	210.3	sp|Q9UPM8|AP4E1_HUMAN AP-4 complex subunit epsilon-1 OS=Homo sapiens OX=9606 GN=AP4E1 PE=1 SV=2
FUN_000319-T1	sp|O43396|TXNL1_HUMAN	57.0	207	1.3e-61	237.7	sp|O43396|TXNL1_HUMAN Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3
FUN_000320-T1	sp|Q9Y4E6|WDR7_HUMAN	41.7	1189	5.3e-228	792.7	sp|Q9Y4E6|WDR7_HUMAN WD repeat-containing protein 7 OS=Homo sapiens OX=9606 GN=WDR7 PE=1 SV=2
FUN_000322-T1	sp|Q9CZS3|CEP20_MOUSE	73.7	118	7.3e-42	171.8	sp|Q9CZS3|CEP20_MOUSE Centrosomal protein 20 OS=Mus musculus OX=10090 GN=Cep20 PE=1 SV=1
FUN_000323-T1	sp|Q9QYF3|MYO5A_RAT	51.1	1879	0.0e+00	1338.6	sp|Q9QYF3|MYO5A_RAT Unconventional myosin-Va OS=Rattus norvegicus OX=10116 GN=Myo5a PE=1 SV=1
FUN_000329-T1	sp|O15182|CETN3_HUMAN	80.2	167	1.2e-70	267.3	sp|O15182|CETN3_HUMAN Centrin-3 OS=Homo sapiens OX=9606 GN=CETN3 PE=1 SV=2
FUN_000330-T1	sp|A0A3G2LGI8|TLN_OSCPE	54.5	2571	0.0e+00	2154.8	sp|A0A3G2LGI8|TLN_OSCPE Talin OS=Oscarella pearsei OX=1940113 GN=TLN PE=1 SV=1
FUN_000334-T1	sp|Q6XHB2|ROCO4_DICDI	25.8	419	1.4e-16	90.9	sp|Q6XHB2|ROCO4_DICDI Probable serine/threonine-protein kinase roco4 OS=Dictyostelium discoideum OX=44689 GN=roco4 PE=1 SV=1
FUN_000350-T1	sp|P62490|RB11A_CANLF	86.6	216	1.0e-98	360.9	sp|P62490|RB11A_CANLF Ras-related protein Rab-11A OS=Canis lupus familiaris OX=9615 GN=RAB11A PE=2 SV=3
FUN_000351-T1	sp|Q8BLA8|TRPA1_MOUSE	25.2	1062	6.9e-80	300.8	sp|Q8BLA8|TRPA1_MOUSE Transient receptor potential cation channel subfamily A member 1 OS=Mus musculus OX=10090 GN=Trpa1 PE=1 SV=1
FUN_000352-T1	sp|P18395|CSDE1_RAT	46.0	817	5.6e-180	632.9	sp|P18395|CSDE1_RAT Cold shock domain-containing protein E1 OS=Rattus norvegicus OX=10116 GN=Csde1 PE=2 SV=1
FUN_000371-T1	sp|P61007|RAB8A_CANLF	56.0	175	6.4e-54	211.8	sp|P61007|RAB8A_CANLF Ras-related protein Rab-8A OS=Canis lupus familiaris OX=9615 GN=RAB8A PE=1 SV=1
FUN_000372-T1	sp|P55258|RAB8A_MOUSE	79.6	186	1.1e-80	300.8	sp|P55258|RAB8A_MOUSE Ras-related protein Rab-8A OS=Mus musculus OX=10090 GN=Rab8a PE=1 SV=2
FUN_000374-T1	sp|Q96EQ9|PRDM9_MOUSE	33.5	254	3.2e-30	136.7	sp|Q96EQ9|PRDM9_MOUSE Histone-lysine N-methyltransferase PRDM9 OS=Mus musculus OX=10090 GN=Prdm9 PE=1 SV=2
FUN_000378-T1	sp|O42479|HEMH_CHICK	70.2	372	8.7e-155	548.1	sp|O42479|HEMH_CHICK Ferrochelatase, mitochondrial OS=Gallus gallus OX=9031 GN=FECH PE=1 SV=1
FUN_000384-T1	sp|O43586|PPIP1_HUMAN	35.0	428	1.0e-65	252.3	sp|O43586|PPIP1_HUMAN Proline-serine-threonine phosphatase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PSTPIP1 PE=1 SV=1
FUN_000387-T1	sp|Q64512|PTN13_MOUSE	28.3	1042	5.5e-90	334.0	sp|Q64512|PTN13_MOUSE Tyrosine-protein phosphatase non-receptor type 13 OS=Mus musculus OX=10090 GN=Ptpn13 PE=1 SV=2
FUN_000393-T1	sp|P08429|RL4A_XENLA	65.9	349	9.9e-131	468.0	sp|P08429|RL4A_XENLA Large ribosomal subunit protein uL4A OS=Xenopus laevis OX=8355 GN=rpl4-a PE=2 SV=2
FUN_000395-T1	sp|Q8SQ21|HINT2_BOVIN	50.0	158	4.1e-34	146.0	sp|Q8SQ21|HINT2_BOVIN Adenosine 5'-monophosphoramidase HINT2 OS=Bos taurus OX=9913 GN=HINT2 PE=2 SV=1
FUN_000397-T1	sp|Q9H792|PEAK1_HUMAN	25.8	512	3.1e-32	142.9	sp|Q9H792|PEAK1_HUMAN Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=4
FUN_000398-T1	sp|P52657|T2AG_HUMAN	79.4	107	6.8e-43	174.5	sp|P52657|T2AG_HUMAN Transcription initiation factor IIA subunit 2 OS=Homo sapiens OX=9606 GN=GTF2A2 PE=1 SV=1
FUN_000399-T1	sp|Q0VC92|MGN2_BOVIN	87.7	146	5.3e-71	268.5	sp|Q0VC92|MGN2_BOVIN Protein mago nashi homolog 2 OS=Bos taurus OX=9913 GN=MAGOHB PE=2 SV=1
FUN_000401-T1	sp|Q8TDX6|CGAT1_HUMAN	40.5	375	2.6e-77	291.2	sp|Q8TDX6|CGAT1_HUMAN Chondroitin sulfate N-acetylgalactosaminyltransferase 1 OS=Homo sapiens OX=9606 GN=CSGALNACT1 PE=1 SV=2
FUN_000402-T1	sp|Q9NYL9|TMOD3_HUMAN	46.9	130	2.2e-23	110.2	sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1
FUN_000403-T1	sp|A0A0G2K2P5|ZO1_RAT	28.2	1783	6.4e-140	500.7	sp|A0A0G2K2P5|ZO1_RAT Tight junction protein ZO-1 OS=Rattus norvegicus OX=10116 GN=Tjp1 PE=1 SV=1
FUN_000407-T2	sp|Q92859|NEO1_HUMAN	29.2	991	3.1e-102	374.8	sp|Q92859|NEO1_HUMAN Neogenin OS=Homo sapiens OX=9606 GN=NEO1 PE=1 SV=2
FUN_000408-T1	sp|Q8BP40|PPA6_MOUSE	33.6	390	5.7e-51	203.4	sp|Q8BP40|PPA6_MOUSE Lysophosphatidic acid phosphatase type 6 OS=Mus musculus OX=10090 GN=Acp6 PE=1 SV=1
FUN_000409-T1	sp|Q6A044|EREP2_MOUSE	26.9	312	9.8e-18	93.2	sp|Q6A044|EREP2_MOUSE Protein ENTREP2 OS=Mus musculus OX=10090 GN=Entrep2 PE=2 SV=3
FUN_000418-T1	sp|P9WEI9|CLAP_AMPCV	28.9	501	4.9e-43	177.2	sp|P9WEI9|CLAP_AMPCV Cytochrome P450 monooxygenase claP OS=Ampulloclitocybe clavipes OX=56467 GN=claP PE=3 SV=1
FUN_000433-T1	sp|P26714|GBRB_LYMST	33.7	291	2.3e-51	204.9	sp|P26714|GBRB_LYMST Gamma-aminobutyric acid receptor subunit beta OS=Lymnaea stagnalis OX=6523 PE=2 SV=1
FUN_000437-T1	sp|F1MNN4|FBXW7_BOVIN	36.4	195	2.0e-26	122.5	sp|F1MNN4|FBXW7_BOVIN F-box/WD repeat-containing protein 7 OS=Bos taurus OX=9913 GN=FBXW7 PE=1 SV=3
FUN_000440-T1	sp|P11029|ACAC_CHICK	63.2	2251	0.0e+00	2921.0	sp|P11029|ACAC_CHICK Acetyl-CoA carboxylase OS=Gallus gallus OX=9031 GN=ACAC PE=1 SV=1
FUN_000442-T1	sp|Q9MYV9|TRPC5_BOVIN	27.2	312	1.8e-23	111.7	sp|Q9MYV9|TRPC5_BOVIN Short transient receptor potential channel 5 OS=Bos taurus OX=9913 GN=TRPC5 PE=2 SV=2
FUN_000448-T1	sp|Q8N945|PRLD2_HUMAN	42.6	176	6.0e-33	142.1	sp|Q8N945|PRLD2_HUMAN PRELI domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PRELID2 PE=1 SV=1
FUN_000449-T1	sp|Q64378|FKBP5_MOUSE	33.8	272	1.4e-28	128.3	sp|Q64378|FKBP5_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Mus musculus OX=10090 GN=Fkbp5 PE=1 SV=1
FUN_000466-T1	sp|Q9UPX8|SHAN2_HUMAN	34.1	695	4.9e-100	368.2	sp|Q9UPX8|SHAN2_HUMAN SH3 and multiple ankyrin repeat domains protein 2 OS=Homo sapiens OX=9606 GN=SHANK2 PE=1 SV=4
FUN_000466-T1	sp|Q9UPX8|SHAN2_HUMAN	47.9	71	4.6e-13	79.3	sp|Q9UPX8|SHAN2_HUMAN SH3 and multiple ankyrin repeat domains protein 2 OS=Homo sapiens OX=9606 GN=SHANK2 PE=1 SV=4
FUN_000473-T1	sp|P63138|GBRB2_RAT	33.3	465	9.6e-62	239.2	sp|P63138|GBRB2_RAT Gamma-aminobutyric acid receptor subunit beta-2 OS=Rattus norvegicus OX=10116 GN=Gabrb2 PE=1 SV=1
FUN_000478-T1	sp|Q9BLY8|GBRB_DROSI	37.9	306	2.7e-57	224.6	sp|Q9BLY8|GBRB_DROSI Gamma-aminobutyric acid receptor subunit beta OS=Drosophila simulans OX=7240 GN=Rdl PE=2 SV=1
FUN_000482-T1	sp|O88854|GALR2_MOUSE	38.6	308	1.7e-43	178.3	sp|O88854|GALR2_MOUSE Galanin receptor type 2 OS=Mus musculus OX=10090 GN=Galr2 PE=2 SV=2
FUN_000483-T1	sp|Q8CFV2|F149A_MOUSE	27.0	559	5.4e-31	137.5	sp|Q8CFV2|F149A_MOUSE Protein FAM149A OS=Mus musculus OX=10090 GN=Fam149a PE=2 SV=1
FUN_000487-T1	sp|P47747|HRH2_CAVPO	28.1	302	2.6e-17	91.3	sp|P47747|HRH2_CAVPO Histamine H2 receptor OS=Cavia porcellus OX=10141 GN=HRH2 PE=3 SV=1
FUN_000488-T1	sp|Q5E9E6|RL10A_BOVIN	80.0	215	6.1e-96	351.7	sp|Q5E9E6|RL10A_BOVIN Large ribosomal subunit protein uL1 OS=Bos taurus OX=9913 GN=RPL10A PE=2 SV=3
FUN_000489-T1	sp|Q12923|PTN13_HUMAN	26.7	2887	7.2e-210	733.8	sp|Q12923|PTN13_HUMAN Tyrosine-protein phosphatase non-receptor type 13 OS=Homo sapiens OX=9606 GN=PTPN13 PE=1 SV=2
FUN_000497-T1	sp|Q9BWV3|CDAC1_HUMAN	28.1	459	3.0e-36	154.5	sp|Q9BWV3|CDAC1_HUMAN Cytidine and dCMP deaminase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CDADC1 PE=1 SV=1
FUN_000498-T1	sp|Q8VHI4|CARTF_MOUSE	47.4	340	1.9e-80	302.4	sp|Q8VHI4|CARTF_MOUSE Calcium-responsive transcription factor OS=Mus musculus OX=10090 GN=Carf PE=2 SV=1
FUN_000499-T1	sp|Q14432|PDE3A_HUMAN	37.6	1034	2.2e-143	511.5	sp|Q14432|PDE3A_HUMAN cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A OS=Homo sapiens OX=9606 GN=PDE3A PE=1 SV=3
FUN_000500-T1	sp|Q58DN3|TSN17_BOVIN	49.8	263	5.1e-68	259.2	sp|Q58DN3|TSN17_BOVIN Tetraspanin-17 OS=Bos taurus OX=9913 GN=TSPAN17 PE=1 SV=1
FUN_000501-T1	sp|P11616|AA1R_CANLF	23.7	299	1.8e-08	61.6	sp|P11616|AA1R_CANLF Adenosine receptor A1 OS=Canis lupus familiaris OX=9615 GN=ADORA1 PE=2 SV=1
FUN_000502-T1	sp|Q13557|KCC2D_HUMAN	65.7	478	3.1e-180	632.9	sp|Q13557|KCC2D_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens OX=9606 GN=CAMK2D PE=1 SV=3
FUN_000531-T1	sp|P22671|OPSD_LETCA	27.0	293	3.3e-28	127.5	sp|P22671|OPSD_LETCA Rhodopsin OS=Lethenteron camtschaticum OX=980415 GN=RHO PE=2 SV=1
FUN_000533-T1	sp|P20693|FCER2_MOUSE	34.0	147	3.6e-17	94.0	sp|P20693|FCER2_MOUSE Low affinity immunoglobulin epsilon Fc receptor OS=Mus musculus OX=10090 GN=Fcer2 PE=1 SV=1
FUN_000534-T1	sp|O75386|TULP3_HUMAN	44.4	342	1.1e-60	235.3	sp|O75386|TULP3_HUMAN Tubby-related protein 3 OS=Homo sapiens OX=9606 GN=TULP3 PE=1 SV=2
FUN_000535-T1	sp|Q9Z2D7|MBD4_MOUSE	27.8	399	2.5e-21	104.4	sp|Q9Z2D7|MBD4_MOUSE Methyl-CpG-binding domain protein 4 OS=Mus musculus OX=10090 GN=Mbd4 PE=1 SV=1
FUN_000536-T1	sp|Q921G8|GCP2_MOUSE	55.2	944	5.6e-277	955.3	sp|Q921G8|GCP2_MOUSE Gamma-tubulin complex component 2 OS=Mus musculus OX=10090 GN=Tubgcp2 PE=1 SV=2
FUN_000537-T1	sp|Q56A06|TMTC2_MOUSE	51.3	710	5.7e-140	500.0	sp|Q56A06|TMTC2_MOUSE Protein O-mannosyl-transferase TMTC2 OS=Mus musculus OX=10090 GN=Tmtc2 PE=2 SV=1
FUN_000541-T1	sp|P47747|HRH2_CAVPO	24.9	301	9.8e-07	56.2	sp|P47747|HRH2_CAVPO Histamine H2 receptor OS=Cavia porcellus OX=10141 GN=HRH2 PE=3 SV=1
FUN_000542-T1	sp|P40657|SOX15_DROME	45.3	148	5.2e-26	120.2	sp|P40657|SOX15_DROME Putative transcription factor SOX-15 OS=Drosophila melanogaster OX=7227 GN=Sox15 PE=2 SV=2
FUN_000544-T1	sp|Q8IY45|AMN1_HUMAN	52.4	252	2.1e-39	164.1	sp|Q8IY45|AMN1_HUMAN Protein AMN1 homolog OS=Homo sapiens OX=9606 GN=AMN1 PE=1 SV=4
FUN_000545-T1	sp|Q9Y315|DEOC_HUMAN	67.6	321	1.6e-127	457.2	sp|Q9Y315|DEOC_HUMAN Deoxyribose-phosphate aldolase OS=Homo sapiens OX=9606 GN=DERA PE=1 SV=2
FUN_000549-T1	sp|Q5FVH4|AKTIP_RAT	37.8	135	3.5e-22	106.7	sp|Q5FVH4|AKTIP_RAT AKT-interacting protein OS=Rattus norvegicus OX=10116 GN=Aktip PE=1 SV=1
FUN_000550-T1	sp|Q923Y6|TAAR9_RAT	23.8	332	7.3e-11	69.7	sp|Q923Y6|TAAR9_RAT Trace amine-associated receptor 9 OS=Rattus norvegicus OX=10116 GN=Taar9 PE=2 SV=1
FUN_000556-T1	sp|P47747|HRH2_CAVPO	27.6	322	1.8e-17	91.7	sp|P47747|HRH2_CAVPO Histamine H2 receptor OS=Cavia porcellus OX=10141 GN=HRH2 PE=3 SV=1
FUN_000559-T1	sp|Q14247|SRC8_HUMAN	65.2	66	8.9e-19	96.7	sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2
FUN_000562-T1	sp|Q149M9|NWD1_HUMAN	31.4	969	3.3e-111	405.2	sp|Q149M9|NWD1_HUMAN NACHT domain- and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=NWD1 PE=1 SV=3
FUN_000568-T1	sp|Q99816|TS101_HUMAN	36.5	307	1.0e-30	135.6	sp|Q99816|TS101_HUMAN Tumor susceptibility gene 101 protein OS=Homo sapiens OX=9606 GN=TSG101 PE=1 SV=2
FUN_000569-T1	sp|Q9CXF4|TBC15_MOUSE	39.4	632	6.3e-121	436.4	sp|Q9CXF4|TBC15_MOUSE TBC1 domain family member 15 OS=Mus musculus OX=10090 GN=Tbc1d15 PE=1 SV=1
FUN_000574-T1	sp|Q54KD0|Y7407_DICDI	25.7	904	1.7e-76	289.7	sp|Q54KD0|Y7407_DICDI TPR repeat-containing protein DDB_G0287407 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0287407 PE=4 SV=1
FUN_000576-T1	sp|Q9Z2D5|NPY2R_CAVPO	34.0	247	6.2e-29	129.4	sp|Q9Z2D5|NPY2R_CAVPO Neuropeptide Y receptor type 2 OS=Cavia porcellus OX=10141 GN=NPY2R PE=3 SV=1
FUN_000578-T1	sp|Q6QNK2|AGRD1_HUMAN	45.6	329	2.2e-68	262.3	sp|Q6QNK2|AGRD1_HUMAN Adhesion G-protein coupled receptor D1 OS=Homo sapiens OX=9606 GN=ADGRD1 PE=1 SV=1
FUN_000580-T1	sp|Q7KM13|HEY_DROME	30.5	164	6.6e-08	60.5	sp|Q7KM13|HEY_DROME Hairy/enhancer-of-split related with YRPW motif protein OS=Drosophila melanogaster OX=7227 GN=Hey PE=2 SV=1
FUN_000582-T1	sp|D2X8K2|PA2_CONGI	43.7	119	3.5e-25	116.3	sp|D2X8K2|PA2_CONGI Phospholipase A2 A2-actitoxin-Cgg2a OS=Condylactis gigantea OX=47073 PE=1 SV=1
FUN_000585-T1	sp|Q6TLH3|CUED2_DANRE	33.4	326	2.7e-31	137.5	sp|Q6TLH3|CUED2_DANRE CUE domain-containing protein 2 OS=Danio rerio OX=7955 GN=cuedc2 PE=2 SV=1
FUN_000586-T1	sp|O00339|MATN2_HUMAN	30.2	192	2.3e-14	82.4	sp|O00339|MATN2_HUMAN Matrilin-2 OS=Homo sapiens OX=9606 GN=MATN2 PE=1 SV=4
FUN_000588-T1	sp|P28347|TEAD1_HUMAN	65.6	450	3.6e-146	519.6	sp|P28347|TEAD1_HUMAN Transcriptional enhancer factor TEF-1 OS=Homo sapiens OX=9606 GN=TEAD1 PE=1 SV=2
FUN_000595-T1	sp|Q9DB41|GHC2_MOUSE	53.4	313	5.4e-80	299.3	sp|Q9DB41|GHC2_MOUSE Mitochondrial glutamate carrier 2 OS=Mus musculus OX=10090 GN=Slc25a18 PE=1 SV=4
FUN_000596-T1	sp|P36543|VATE1_HUMAN	61.9	226	6.7e-69	261.9	sp|P36543|VATE1_HUMAN V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1
FUN_000606-T1	sp|Q9DA37|SAMD8_MOUSE	52.1	411	1.9e-114	414.1	sp|Q9DA37|SAMD8_MOUSE Sphingomyelin synthase-related protein 1 OS=Mus musculus OX=10090 GN=Samd8 PE=1 SV=1
FUN_000607-T1	sp|Q16543|CDC37_HUMAN	63.4	372	2.3e-90	334.0	sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1
FUN_000608-T1	sp|G3MWR8|MICA3_BOVIN	47.8	912	6.5e-229	796.2	sp|G3MWR8|MICA3_BOVIN [F-actin]-monooxygenase MICAL3 OS=Bos taurus OX=9913 GN=MICAL3 PE=3 SV=1
