group_id,apul,peve,ptua,type,avg_identity,query,accession,id,reviewed,protein_name,organism,pident,length,evalue,bitscore,title,go_ids,go_bp,go_cc,go_mf,goslim_ids,goslim_names
OG_06109,FUN_027814-T1,Peve_00036499,Pocillopora_meandrina_HIv1___RNAseq.g13890.t1,three_way,84.264,FUN_027814-T1,O00571,DDX3X_HUMAN,,"ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)",Homo sapiens (Human),71.5,425.0,1.6999999999999996e-177,623.6,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3,GO:0002753; GO:0003677; GO:0003678; GO:0003723; GO:0003724; GO:0003729; GO:0003924; GO:0005524; GO:0005576; GO:0005634; GO:0005737; GO:0005739; GO:0005813; GO:0005829; GO:0005886; GO:0006413; GO:0007059; GO:0007276; GO:0008134; GO:0008143; GO:0008190; GO:0008625; GO:0009615; GO:0010494; GO:0010628; GO:0010629; GO:0016055; GO:0016887; GO:0017111; GO:0017148; GO:0030027; GO:0030154; GO:0030307; GO:0030308; GO:0031252; GO:0031333; GO:0031369; GO:0032481; GO:0032727; GO:0032728; GO:0033592; GO:0034063; GO:0034157; GO:0034161; GO:0034774; GO:0035556; GO:0035591; GO:0035613; GO:0036493; GO:0042256; GO:0043015; GO:0043024; GO:0043065; GO:0043066; GO:0043186; GO:0043273; GO:0043539; GO:0045070; GO:0045087; GO:0045296; GO:0045727; GO:0045944; GO:0045948; GO:0048027; GO:0055088; GO:0070062; GO:0070131; GO:0071243; GO:0071470; GO:0071651; GO:0072559; GO:0090263; GO:0097193; GO:0098586; GO:1900087; GO:1900227; GO:1901223; GO:1901224; GO:1902042; GO:1902523; GO:1903608; GO:1904813; GO:2001243,cell differentiation [GO:0030154]; cellular response to arsenic-containing substance [GO:0071243]; cellular response to osmotic stress [GO:0071470]; cellular response to virus [GO:0098586]; chromosome segregation [GO:0007059]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; cytosolic ribosome assembly [GO:0042256]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; gamete generation [GO:0007276]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; intrinsic apoptotic signaling pathway [GO:0097193]; lipid homeostasis [GO:0055088]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell growth [GO:0030308]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of gene expression [GO:0010629]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of translation [GO:0017148]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell growth [GO:0030307]; positive regulation of chemokine (C-C motif) ligand 5 production [GO:0071651]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of gene expression [GO:0010628]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of mitochondrial translation [GO:0070131]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of protein K63-linked ubiquitination [GO:1902523]; positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]; positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of translation [GO:0045727]; positive regulation of translation in response to endoplasmic reticulum stress [GO:0036493]; positive regulation of translational initiation [GO:0045948]; positive regulation of type I interferon production [GO:0032481]; positive regulation of viral genome replication [GO:0045070]; protein localization to cytoplasmic stress granule [GO:1903608]; response to virus [GO:0009615]; stress granule assembly [GO:0034063]; translational initiation [GO:0006413]; Wnt signaling pathway [GO:0016055],cell leading edge [GO:0031252]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; lamellipodium [GO:0030027]; mitochondrion [GO:0005739]; NLRP3 inflammasome complex [GO:0072559]; nucleus [GO:0005634]; P granule [GO:0043186]; plasma membrane [GO:0005886]; secretory granule lumen [GO:0034774],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cadherin binding [GO:0045296]; CTPase activity [GO:0043273]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; eukaryotic initiation factor 4E binding [GO:0008190]; gamma-tubulin binding [GO:0043015]; GTPase activity [GO:0003924]; mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; poly(A) binding [GO:0008143]; protein serine/threonine kinase activator activity [GO:0043539]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; ribosomal small subunit binding [GO:0043024]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA stem-loop binding [GO:0035613]; RNA strand annealing activity [GO:0033592]; signaling adaptor activity [GO:0035591]; transcription factor binding [GO:0008134]; translation initiation factor binding [GO:0031369],GO:0002376; GO:0003677; GO:0003723; GO:0003824; GO:0003924; GO:0005576; GO:0005634; GO:0005739; GO:0005815; GO:0005829; GO:0005886; GO:0006355; GO:0007059; GO:0008092; GO:0016787; GO:0016853; GO:0022414; GO:0030154; GO:0043226; GO:0060090; GO:0098542; GO:0098772; GO:0140097; GO:0140098; GO:0140657,"immune system process; DNA binding; RNA binding; catalytic activity; GTPase activity; extracellular region; nucleus; mitochondrion; microtubule organizing center; cytosol; plasma membrane; regulation of DNA-templated transcription; chromosome segregation; cytoskeletal protein binding; hydrolase activity; isomerase activity; reproductive process; cell differentiation; organelle; molecular adaptor activity; defense response to other organism; molecular function regulator activity; catalytic activity, acting on DNA; catalytic activity, acting on RNA; ATP-dependent activity"
OG_06110,FUN_027815-T1,Peve_00036487,Pocillopora_meandrina_HIv1___RNAseq.g13889.t2,three_way,90.976,FUN_027815-T1,Q23356,MIG15_CAEEL,,Serine/threonine-protein kinase mig-15 (EC 2.7.11.1) (Abnormal cell migration protein 15),Caenorhabditis elegans,44.9,1094.0,1.7e-240,833.9,sp|Q23356|MIG15_CAEEL Serine/threonine-protein kinase mig-15 OS=Caenorhabditis elegans OX=6239 GN=mig-15 PE=2 SV=3,GO:0000165; GO:0002119; GO:0004674; GO:0005524; GO:0005737; GO:0010171; GO:0022414; GO:0030334; GO:0032228; GO:0033563; GO:0043408; GO:0048812; GO:0106310,"body morphogenesis [GO:0010171]; dorsal/ventral axon guidance [GO:0033563]; MAPK cascade [GO:0000165]; nematode larval development [GO:0002119]; neuron projection morphogenesis [GO:0048812]; regulation of cell migration [GO:0030334]; regulation of MAPK cascade [GO:0043408]; regulation of synaptic transmission, GABAergic [GO:0032228]; reproductive process [GO:0022414]",cytoplasm [GO:0005737],ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],GO:0003824; GO:0016740; GO:0022414; GO:0048856; GO:0140096,"catalytic activity; transferase activity; reproductive process; anatomical structure development; catalytic activity, acting on a protein"
OG_06157,FUN_028000-T1,Peve_00023138,Pocillopora_meandrina_HIv1___RNAseq.g14071.t1,three_way,85.642,FUN_028000-T1,Q80W32,DRC9_MOUSE,,Dynein regulatory complex protein 9 (IQ domain-containing protein G),Mus musculus (Mouse),40.1,357.0,2.6999999999999998e-62,240.7,sp|Q80W32|DRC9_MOUSE Dynein regulatory complex protein 9 OS=Mus musculus OX=10090 GN=Iqcg PE=1 SV=1,GO:0002177; GO:0005516; GO:0005737; GO:0005829; GO:0007286; GO:0007288; GO:0015629; GO:0030544; GO:0031514; GO:0036126,sperm axoneme assembly [GO:0007288]; spermatid development [GO:0007286],actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; manchette [GO:0002177]; motile cilium [GO:0031514]; sperm flagellum [GO:0036126],calmodulin binding [GO:0005516]; Hsp70 protein binding [GO:0030544],GO:0005829; GO:0005856; GO:0005929; GO:0007010; GO:0022414; GO:0043226; GO:0048856,cytosol; cytoskeleton; cilium; cytoskeleton organization; reproductive process; organelle; anatomical structure development
OG_06180,FUN_028087-T1,Peve_00031647,Pocillopora_meandrina_HIv1___RNAseq.g16564.t1,three_way,92.40866666666666,FUN_028087-T1,Q969V4,TEKT1_HUMAN,,Tektin-1,Homo sapiens (Human),42.3,388.0,5.2e-79,296.6,sp|Q969V4|TEKT1_HUMAN Tektin-1 OS=Homo sapiens OX=9606 GN=TEKT1 PE=1 SV=1,GO:0005634; GO:0005879; GO:0015630; GO:0030317; GO:0036126; GO:0060271; GO:0060294; GO:0160111,cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; flagellated sperm motility [GO:0030317],axonemal A tubule inner sheath [GO:0160111]; axonemal microtubule [GO:0005879]; microtubule cytoskeleton [GO:0015630]; nucleus [GO:0005634]; sperm flagellum [GO:0036126],,GO:0005634; GO:0005856; GO:0005929; GO:0007018; GO:0022414; GO:0043226; GO:0044782; GO:0048870,nucleus; cytoskeleton; cilium; microtubule-based movement; reproductive process; organelle; cilium organization; cell motility
OG_06207,FUN_028143-T1,Peve_00037720,Pocillopora_meandrina_HIv1___TS.g11444.t1,three_way,74.73266666666667,FUN_028143-T1,Q5SZT7,NKAPL_MOUSE,,NKAP-like protein,Mus musculus (Mouse),72.4,123.0,4.9e-41,169.9,sp|Q5SZT7|NKAPL_MOUSE NKAP-like protein OS=Mus musculus OX=10090 GN=Nkapl PE=1 SV=1,GO:0003682; GO:0005634; GO:0007283; GO:0030154,cell differentiation [GO:0030154]; spermatogenesis [GO:0007283],nucleus [GO:0005634],chromatin binding [GO:0003682],GO:0005634; GO:0022414; GO:0030154; GO:0043226,nucleus; reproductive process; cell differentiation; organelle
OG_06211,FUN_028150-T1,Peve_00042832,Pocillopora_meandrina_HIv1___RNAseq.g15551.t1,three_way,65.80033333333333,FUN_028150-T1,Q68J42,LIPS_PIG,,Hormone-sensitive lipase (HSL) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (EC 3.1.1.23) (Retinyl ester hydrolase) (REH),Sus scrofa (Pig),33.3,816.0,3.4e-115,417.5,sp|Q68J42|LIPS_PIG Hormone-sensitive lipase OS=Sus scrofa OX=9823 GN=LIPE PE=2 SV=1,GO:0004771; GO:0004806; GO:0005634; GO:0005737; GO:0005739; GO:0005811; GO:0005829; GO:0005901; GO:0006361; GO:0006363; GO:0008203; GO:0016020; GO:0016042; GO:0019433; GO:0042134; GO:0046340; GO:0046485; GO:0047372; GO:0047376; GO:0050253; GO:0120516,cholesterol metabolic process [GO:0008203]; diacylglycerol catabolic process [GO:0046340]; ether lipid metabolic process [GO:0046485]; lipid catabolic process [GO:0016042]; termination of RNA polymerase I transcription [GO:0006363]; transcription initiation at RNA polymerase I promoter [GO:0006361]; triglyceride catabolic process [GO:0019433],caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lipid droplet [GO:0005811]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleus [GO:0005634],"all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity [GO:0047376]; diacylglycerol lipase activity [GO:0120516]; monoacylglycerol lipase activity [GO:0047372]; retinyl-palmitate esterase activity [GO:0050253]; rRNA primary transcript binding [GO:0042134]; sterol ester esterase activity [GO:0004771]; triacylglycerol lipase activity [GO:0004806]",GO:0003723; GO:0003824; GO:0005634; GO:0005739; GO:0005811; GO:0005829; GO:0006629; GO:0016787; GO:0043226,RNA binding; catalytic activity; nucleus; mitochondrion; lipid droplet; cytosol; lipid metabolic process; hydrolase activity; organelle
OG_06236,FUN_028192-T1,Peve_00001297,Pocillopora_meandrina_HIv1___TS.g11527.t1,three_way,50.75,FUN_028192-T1,Q91X17,UROM_MOUSE,,"Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form]",Mus musculus (Mouse),37.5,144.0,6.5e-21,104.0,sp|Q91X17|UROM_MOUSE Uromodulin OS=Mus musculus OX=10090 GN=Umod PE=1 SV=1,GO:0000922; GO:0001822; GO:0002251; GO:0003091; GO:0003094; GO:0005509; GO:0005615; GO:0005783; GO:0005886; GO:0005929; GO:0006629; GO:0006874; GO:0006883; GO:0006914; GO:0006915; GO:0006954; GO:0006986; GO:0007029; GO:0007157; GO:0007159; GO:0008217; GO:0008380; GO:0009410; GO:0009414; GO:0010467; GO:0015747; GO:0016020; GO:0016323; GO:0016324; GO:0019864; GO:0030643; GO:0030644; GO:0032496; GO:0033209; GO:0033554; GO:0033555; GO:0034620; GO:0034976; GO:0035809; GO:0036503; GO:0044861; GO:0046720; GO:0048871; GO:0048878; GO:0050801; GO:0050829; GO:0050891; GO:0051223; GO:0055062; GO:0055064; GO:0055074; GO:0055075; GO:0055078; GO:0060073; GO:0060170; GO:0061077; GO:0070294; GO:0071918; GO:0072044; GO:0072051; GO:0072070; GO:0072218; GO:0072221; GO:0072233; GO:0072665; GO:0097190; GO:0097709; GO:0097744; GO:0098552; GO:0140367; GO:1990266,antibacterial innate immune response [GO:0140367]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; autophagy [GO:0006914]; calcium ion homeostasis [GO:0055074]; cellular response to stress [GO:0033554]; cellular response to unfolded protein [GO:0034620]; chaperone-mediated protein folding [GO:0061077]; chemical homeostasis [GO:0048878]; chloride ion homeostasis [GO:0055064]; citric acid secretion [GO:0046720]; collecting duct development [GO:0072044]; connective tissue replacement [GO:0097709]; defense response to Gram-negative bacterium [GO:0050829]; endoplasmic reticulum organization [GO:0007029]; ERAD pathway [GO:0036503]; gene expression [GO:0010467]; glomerular filtration [GO:0003094]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; inflammatory response [GO:0006954]; intracellular calcium ion homeostasis [GO:0006874]; intracellular chloride ion homeostasis [GO:0030644]; intracellular phosphate ion homeostasis [GO:0030643]; intracellular sodium ion homeostasis [GO:0006883]; juxtaglomerular apparatus development [GO:0072051]; kidney development [GO:0001822]; leukocyte cell-cell adhesion [GO:0007159]; lipid metabolic process [GO:0006629]; loop of Henle development [GO:0072070]; metanephric ascending thin limb development [GO:0072218]; metanephric distal convoluted tubule development [GO:0072221]; metanephric thick ascending limb development [GO:0072233]; micturition [GO:0060073]; monoatomic ion homeostasis [GO:0050801]; multicellular organismal response to stress [GO:0033555]; multicellular organismal-level homeostasis [GO:0048871]; multicellular organismal-level water homeostasis [GO:0050891]; neutrophil migration [GO:1990266]; organ or tissue specific immune response [GO:0002251]; phosphate ion homeostasis [GO:0055062]; potassium ion homeostasis [GO:0055075]; protein localization to vacuole [GO:0072665]; protein transport into plasma membrane raft [GO:0044861]; regulation of blood pressure [GO:0008217]; regulation of protein transport [GO:0051223]; regulation of urine volume [GO:0035809]; renal sodium ion absorption [GO:0070294]; renal urate salt excretion [GO:0097744]; renal water homeostasis [GO:0003091]; response to endoplasmic reticulum stress [GO:0034976]; response to lipopolysaccharide [GO:0032496]; response to unfolded protein [GO:0006986]; response to water deprivation [GO:0009414]; response to xenobiotic stimulus [GO:0009410]; RNA splicing [GO:0008380]; sodium ion homeostasis [GO:0055078]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; urate transport [GO:0015747]; urea transmembrane transport [GO:0071918],apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; membrane [GO:0016020]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; spindle pole [GO:0000922],calcium ion binding [GO:0005509]; IgG binding [GO:0019864],GO:0002376; GO:0003014; GO:0005615; GO:0005783; GO:0005886; GO:0005929; GO:0006629; GO:0006886; GO:0006914; GO:0006954; GO:0007155; GO:0012501; GO:0030163; GO:0043226; GO:0048856; GO:0048870; GO:0055085; GO:0061024; GO:0098542,immune system process; renal system process; extracellular space; endoplasmic reticulum; plasma membrane; cilium; lipid metabolic process; intracellular protein transport; autophagy; inflammatory response; cell adhesion; programmed cell death; protein catabolic process; organelle; anatomical structure development; cell motility; transmembrane transport; membrane organization; defense response to other organism
OG_06271,FUN_028303-T1,Peve_00027867,Pocillopora_meandrina_HIv1___RNAseq.g15547.t1,three_way,85.15633333333334,FUN_028303-T1,Q32LN4,CFA45_BOVIN,,Cilia- and flagella-associated protein 45,Bos taurus (Bovine),35.3,547.0,1e-17,93.2,sp|Q32LN4|CFA45_BOVIN Cilia- and flagella-associated protein 45 OS=Bos taurus OX=9913 GN=CFAP45 PE=1 SV=2,GO:0005576; GO:0005879; GO:0016208; GO:0030317; GO:0036126; GO:0060287; GO:0060296; GO:0061966; GO:0090660; GO:0097728; GO:0160112,cerebrospinal fluid circulation [GO:0090660]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; establishment of left/right asymmetry [GO:0061966]; flagellated sperm motility [GO:0030317]; regulation of cilium beat frequency involved in ciliary motility [GO:0060296],9+0 motile cilium [GO:0097728]; axonemal B tubule inner sheath [GO:0160112]; axonemal microtubule [GO:0005879]; extracellular region [GO:0005576]; sperm flagellum [GO:0036126],AMP binding [GO:0016208],GO:0005576; GO:0005929; GO:0007018; GO:0022414; GO:0043226; GO:0048870; GO:0050877,extracellular region; cilium; microtubule-based movement; reproductive process; organelle; cell motility; nervous system process
OG_06302,FUN_028508-T1,Peve_00008106,Pocillopora_meandrina_HIv1___RNAseq.g14114.t1,three_way,92.56366666666666,FUN_028508-T1,Q66HB3,IFT80_RAT,,Intraflagellar transport protein 80 homolog (WD repeat-containing protein 56),Rattus norvegicus (Rat),63.8,763.0,3.9e-310,1065.1,sp|Q66HB3|IFT80_RAT Intraflagellar transport protein 80 homolog OS=Rattus norvegicus OX=10116 GN=Ift80 PE=2 SV=1,GO:0001501; GO:0001503; GO:0001649; GO:0001958; GO:0002062; GO:0003417; GO:0003418; GO:0005737; GO:0005813; GO:0005929; GO:0006915; GO:0007163; GO:0007224; GO:0007249; GO:0008283; GO:0008543; GO:0009888; GO:0010467; GO:0010498; GO:0010839; GO:0016567; GO:0021510; GO:0030316; GO:0030992; GO:0033687; GO:0035264; GO:0035567; GO:0035630; GO:0036064; GO:0042476; GO:0043491; GO:0043616; GO:0044691; GO:0044782; GO:0048863; GO:0050821; GO:0051216; GO:0060173; GO:0060271; GO:0060348; GO:0060349; GO:0061975; GO:0071895; GO:0072089; GO:0097500; GO:0097731; GO:1902140; GO:1905515; GO:1990079; GO:2000051,apoptotic process [GO:0006915]; articular cartilage development [GO:0061975]; bone development [GO:0060348]; bone mineralization involved in bone maturation [GO:0035630]; bone morphogenesis [GO:0060349]; canonical NF-kappaB signal transduction [GO:0007249]; cartilage development [GO:0051216]; cartilage homeostasis [GO:1990079]; cell population proliferation [GO:0008283]; chondrocyte differentiation [GO:0002062]; cilium assembly [GO:0060271]; cilium organization [GO:0044782]; endochondral ossification [GO:0001958]; establishment or maintenance of cell polarity [GO:0007163]; fibroblast growth factor receptor signaling pathway [GO:0008543]; gene expression [GO:0010467]; growth plate cartilage chondrocyte differentiation [GO:0003418]; growth plate cartilage development [GO:0003417]; keratinocyte proliferation [GO:0043616]; limb development [GO:0060173]; multicellular organism growth [GO:0035264]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; non-canonical Wnt signaling pathway [GO:0035567]; non-motile cilium assembly [GO:1905515]; odontoblast differentiation [GO:0071895]; odontogenesis [GO:0042476]; ossification [GO:0001503]; osteoblast differentiation [GO:0001649]; osteoblast proliferation [GO:0033687]; osteoclast differentiation [GO:0030316]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; proteasomal protein catabolic process [GO:0010498]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; receptor localization to non-motile cilium [GO:0097500]; response to inositol [GO:1902140]; skeletal system development [GO:0001501]; smoothened signaling pathway [GO:0007224]; spinal cord development [GO:0021510]; stem cell differentiation [GO:0048863]; stem cell proliferation [GO:0072089]; tissue development [GO:0009888]; tooth eruption [GO:0044691],9+0 non-motile cilium [GO:0097731]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; intraciliary transport particle B [GO:0030992],,GO:0005815; GO:0005929; GO:0007163; GO:0012501; GO:0030154; GO:0030163; GO:0043226; GO:0044782; GO:0048856,microtubule organizing center; cilium; establishment or maintenance of cell polarity; programmed cell death; cell differentiation; protein catabolic process; organelle; cilium organization; anatomical structure development
OG_06322,FUN_028819-T1,Peve_00031680,Pocillopora_meandrina_HIv1___RNAseq.g20707.t1,three_way,83.64516666666667,FUN_028819-T1,Q3U2S4,OTUD5_MOUSE,,OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA),Mus musculus (Mouse),44.3,447.0,2.4e-87,324.3,sp|Q3U2S4|OTUD5_MOUSE OTU domain-containing protein 5 OS=Mus musculus OX=10090 GN=Otud5 PE=1 SV=2,GO:0004843; GO:0005634; GO:0014033; GO:0016579; GO:0031647; GO:0032496; GO:0032700; GO:0043161; GO:0043374; GO:0061578; GO:0070536; GO:0071108; GO:0072540; GO:0101005; GO:1990380; GO:2000316,"CD8-positive, alpha-beta T cell differentiation [GO:0043374]; negative regulation of interleukin-17 production [GO:0032700]; neural crest cell differentiation [GO:0014033]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; protein K63-linked deubiquitination [GO:0070536]; regulation of protein stability [GO:0031647]; regulation of T-helper 17 type immune response [GO:2000316]; response to lipopolysaccharide [GO:0032496]; T-helper 17 cell lineage commitment [GO:0072540]",nucleus [GO:0005634],cysteine-type deubiquitinase activity [GO:0004843]; deubiquitinase activity [GO:0101005]; K48-linked deubiquitinase activity [GO:1990380]; K63-linked deubiquitinase activity [GO:0061578],GO:0002376; GO:0003824; GO:0005634; GO:0016787; GO:0030154; GO:0030163; GO:0043226; GO:0140096,"immune system process; catalytic activity; nucleus; hydrolase activity; cell differentiation; protein catabolic process; organelle; catalytic activity, acting on a protein"
OG_06326,FUN_028846-T1,Peve_00024569,Pocillopora_meandrina_HIv1___RNAseq.g12799.t1,three_way,61.40933333333333,FUN_028846-T1,Q99999,G3ST1_HUMAN,,Galactosylceramide sulfotransferase (GalCer sulfotransferase) (EC 2.8.2.11) (3'-phosphoadenosine-5'-phosphosulfate:GalCer sulfotransferase) (3'-phosphoadenylylsulfate:galactosylceramide 3'-sulfotransferase) (Cerebroside sulfotransferase),Homo sapiens (Human),32.0,394.0,1.4e-48,195.3,sp|Q99999|G3ST1_HUMAN Galactosylceramide sulfotransferase OS=Homo sapiens OX=9606 GN=GAL3ST1 PE=1 SV=1,GO:0000139; GO:0001733; GO:0005886; GO:0006487; GO:0006665; GO:0006681; GO:0006682; GO:0006688; GO:0007283; GO:0008146; GO:0016020; GO:0042552; GO:0046486,galactosylceramide biosynthetic process [GO:0006682]; galactosylceramide metabolic process [GO:0006681]; glycerolipid metabolic process [GO:0046486]; glycosphingolipid biosynthetic process [GO:0006688]; myelination [GO:0042552]; protein N-linked glycosylation [GO:0006487]; spermatogenesis [GO:0007283]; sphingolipid metabolic process [GO:0006665],Golgi membrane [GO:0000139]; membrane [GO:0016020]; plasma membrane [GO:0005886],galactosylceramide sulfotransferase activity [GO:0001733]; sulfotransferase activity [GO:0008146],GO:0003824; GO:0005886; GO:0006629; GO:0009101; GO:0016740; GO:0022414; GO:1901135,catalytic activity; plasma membrane; lipid metabolic process; glycoprotein biosynthetic process; transferase activity; reproductive process; carbohydrate derivative metabolic process
OG_06380,FUN_028987-T1,Peve_00034521,Pocillopora_meandrina_HIv1___TS.g9080.t1a,three_way,71.96766666666667,FUN_028987-T1,P48052,CBPA2_HUMAN,,Carboxypeptidase A2 (EC 3.4.17.15),Homo sapiens (Human),41.3,409.0,2.6e-87,323.9,sp|P48052|CBPA2_HUMAN Carboxypeptidase A2 OS=Homo sapiens OX=9606 GN=CPA2 PE=1 SV=3,GO:0004180; GO:0004181; GO:0005576; GO:0005615; GO:0005773; GO:0006508; GO:0007039; GO:0008270,protein catabolic process in the vacuole [GO:0007039]; proteolysis [GO:0006508],extracellular region [GO:0005576]; extracellular space [GO:0005615]; vacuole [GO:0005773],carboxypeptidase activity [GO:0004180]; metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270],GO:0003824; GO:0005576; GO:0005615; GO:0005773; GO:0016787; GO:0030163; GO:0043226; GO:0140096,"catalytic activity; extracellular region; extracellular space; vacuole; hydrolase activity; protein catabolic process; organelle; catalytic activity, acting on a protein"
OG_06416,FUN_029099-T1,Peve_00038062,Pocillopora_meandrina_HIv1___RNAseq.g25485.t1,three_way,55.33266666666667,FUN_029099-T1,P20105,E74EA_DROME,,Ecdysone-induced protein 74EF isoform A (ETS-related protein E74A),Drosophila melanogaster (Fruit fly),52.4,105.0,3.5e-21,103.6,sp|P20105|E74EA_DROME Ecdysone-induced protein 74EF isoform A OS=Drosophila melanogaster OX=7227 GN=Eip74EF PE=2 SV=2,GO:0000981; GO:0001228; GO:0005634; GO:0006357; GO:0006914; GO:0030154; GO:0040034; GO:0043565; GO:0045944; GO:0048102; GO:0048477,"autophagic cell death [GO:0048102]; autophagy [GO:0006914]; cell differentiation [GO:0030154]; oogenesis [GO:0048477]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of development, heterochronic [GO:0040034]; regulation of transcription by RNA polymerase II [GO:0006357]",nucleus [GO:0005634],"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]",GO:0003677; GO:0005634; GO:0006355; GO:0006914; GO:0012501; GO:0022414; GO:0030154; GO:0043226; GO:0048856; GO:0140110,DNA binding; nucleus; regulation of DNA-templated transcription; autophagy; programmed cell death; reproductive process; cell differentiation; organelle; anatomical structure development; transcription regulator activity
OG_06471,FUN_029230-T1,Peve_00045062,Pocillopora_meandrina_HIv1___RNAseq.g25548.t1,three_way,60.20133333333334,FUN_029230-T1,Q5QD14,TAAR5_MOUSE,,Trace amine-associated receptor 5 (TaR-5) (Trace amine receptor 5) (mTaar5) (Trimethylamine receptor),Mus musculus (Mouse),28.8,285.0,9.9e-13,75.9,sp|Q5QD14|TAAR5_MOUSE Trace amine-associated receptor 5 OS=Mus musculus OX=10090 GN=Taar5 PE=1 SV=1,GO:0001594; GO:0005886; GO:0007166; GO:0007189; GO:0007606; GO:0007617; GO:0035176; GO:0050890; GO:1990081,adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]; cognition [GO:0050890]; mating behavior [GO:0007617]; sensory perception of chemical stimulus [GO:0007606]; social behavior [GO:0035176],plasma membrane [GO:0005886],trace-amine receptor activity [GO:0001594]; trimethylamine receptor activity [GO:1990081],GO:0005886; GO:0022414; GO:0050877; GO:0060089,plasma membrane; reproductive process; nervous system process; molecular transducer activity
