group_id,type,avg_identity,apul,peve,ptua,annotation_source,confidence_level,species_count,conservation_level,functional_category,evolutionary_significance,sequence_length
OG_00087,three_way,87.82716666666667,FUN_000440-T1,Peve_00003439,Pocillopora_meandrina_HIv1___RNAseq.g2328.t2,basic_analysis,medium,3,high,core_conserved,high,
OG_00088,three_way,63.138333333333335,FUN_000442-T1,Peve_00003435,Pocillopora_meandrina_HIv1___RNAseq.g2332.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_00089,three_way,76.51133333333333,FUN_000445-T1,Peve_00019114,Pocillopora_meandrina_HIv1___RNAseq.g2334.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00090,three_way,72.33566666666667,FUN_000448-T1,Peve_00019115,Pocillopora_meandrina_HIv1___RNAseq.g2336.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00091,three_way,66.32566666666666,FUN_000449-T1,Peve_00019109,Pocillopora_meandrina_HIv1___RNAseq.g2337.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00092,three_way,56.57183333333334,FUN_000466-T1,Peve_00005613,Pocillopora_meandrina_HIv1___TS.g4928.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00093,three_way,58.0275,FUN_000468-T1,Peve_00005612,Pocillopora_meandrina_HIv1___RNAseq.g2422.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00094,three_way,77.3,FUN_000469-T1,Peve_00005611,Pocillopora_meandrina_HIv1___RNAseq.13309_t,basic_analysis,medium,3,medium,core_conserved,high,
OG_00095,three_way,78.67266666666667,FUN_000470-T1,Peve_00005610,Pocillopora_meandrina_HIv1___RNAseq.g2424.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00096,three_way,86.9565,FUN_000471-T1,Peve_00005607,Pocillopora_meandrina_HIv1___RNAseq.g2425.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_00097,three_way,80.56,FUN_000473-T1,Peve_00029194,Pocillopora_meandrina_HIv1___TS.g4857.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_00098,three_way,80.23833333333333,FUN_000478-T1,Peve_00038239,Pocillopora_meandrina_HIv1___TS.g4854.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_00099,three_way,63.321333333333335,FUN_000482-T1,Peve_00038234,Pocillopora_meandrina_HIv1___RNAseq.g2344.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00100,three_way,68.861,FUN_000483-T1,Peve_00038235,Pocillopora_meandrina_HIv1___RNAseq.g2342.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00101,three_way,53.97383333333333,FUN_000487-T1,Peve_00038237,Pocillopora_meandrina_HIv1___RNAseq.g2341.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00102,three_way,92.94666666666666,FUN_000488-T1,Peve_00038241,Pocillopora_meandrina_HIv1___RNAseq.g2338.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_00103,three_way,64.97083333333333,FUN_000489-T1,Peve_00043825,Pocillopora_meandrina_HIv1___TS.g4918.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00104,three_way,66.018,FUN_000490-T1,Peve_00043823,Pocillopora_meandrina_HIv1___RNAseq.g2411.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00105,three_way,53.04466666666666,FUN_000497-T1,Peve_00011626,Pocillopora_meandrina_HIv1___RNAseq.g2412.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00106,three_way,61.16866666666667,FUN_000498-T1,Peve_00024154,Pocillopora_meandrina_HIv1___RNAseq.g2413.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00107,three_way,82.06683333333332,FUN_000499-T1,Peve_00024155,Pocillopora_meandrina_HIv1___RNAseq.g2414.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_00108,three_way,79.243,FUN_000500-T1,Peve_00043826,Pocillopora_meandrina_HIv1___RNAseq.g2407.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00109,three_way,59.06433333333334,FUN_000501-T1,Peve_00043828,Pocillopora_meandrina_HIv1___RNAseq.g2406.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00110,three_way,90.132,FUN_000502-T1,Peve_00043829,Pocillopora_meandrina_HIv1___RNAseq.g2405.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_00111,three_way,56.31033333333333,FUN_000503-T1,Peve_00043531,Pocillopora_meandrina_HIv1___RNAseq.g18598.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00112,three_way,63.69983333333333,FUN_000510-T1,Peve_00029232,Pocillopora_meandrina_HIv1___TS.g4915.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00113,three_way,60.635333333333335,FUN_000511-T1,Peve_00029231,Pocillopora_meandrina_HIv1___RNAseq.g2404.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00114,three_way,60.4415,FUN_000531-T1,Peve_00008085,Pocillopora_meandrina_HIv1___RNAseq.g27136.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00115,three_way,81.9405,FUN_000533-T1,Peve_00039811,Pocillopora_meandrina_HIv1___RNAseq.g2384.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_00116,three_way,79.79933333333334,FUN_000534-T1,Peve_00039809,Pocillopora_meandrina_HIv1___TS.g4886.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_00117,three_way,45.208,FUN_000535-T1,Peve_00039805,Pocillopora_meandrina_HIv1___TS.g4883.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00118,three_way,81.95033333333333,FUN_000536-T1,Peve_00039803,Pocillopora_meandrina_HIv1___TS.g4882.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_00119,three_way,66.51866666666668,FUN_000537-T1,Peve_00039797,Pocillopora_meandrina_HIv1___RNAseq.g2375.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00120,three_way,66.395,FUN_000538-T1,Peve_00039795,Pocillopora_meandrina_HIv1___RNAseq.g2374.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00121,three_way,65.99066666666667,FUN_000541-T1,Peve_00039832,Pocillopora_meandrina_HIv1___RNAseq.g2372.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00122,three_way,61.55866666666667,FUN_000542-T1,Peve_00039829,Pocillopora_meandrina_HIv1___RNAseq.g2370.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00123,three_way,76.021,FUN_000544-T1,Peve_00039828,Pocillopora_meandrina_HIv1___RNAseq.g2369.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00124,three_way,90.48633333333332,FUN_000545-T1,Peve_00039827,Pocillopora_meandrina_HIv1___RNAseq.g2368.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_00125,three_way,56.6745,FUN_000549-T1,Peve_00035147,Pocillopora_meandrina_HIv1___RNAseq.g17849.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00126,three_way,66.874,FUN_000550-T1,Peve_00039823,Pocillopora_meandrina_HIv1___RNAseq.g2362.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00127,three_way,58.334,FUN_000554-T1,Peve_00039816,Pocillopora_meandrina_HIv1___RNAseq.g2466.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00128,three_way,43.77966666666666,FUN_000555-T1,Peve_00039814,Pocillopora_meandrina_HIv1___RNAseq.g2464.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00129,three_way,76.964,FUN_000556-T1,Peve_00039813,Pocillopora_meandrina_HIv1___RNAseq.g2463.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00130,three_way,74.06333333333333,FUN_000559-T1,Peve_00010241,Pocillopora_meandrina_HIv1___RNAseq.g2460.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00131,three_way,63.26266666666667,FUN_000562-T1,Peve_00041890,Pocillopora_meandrina_HIv1___RNAseq.g2459.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00132,three_way,50.783,FUN_000563-T1,Peve_00041882,Pocillopora_meandrina_HIv1___RNAseq.g2457.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00133,three_way,70.89666666666666,FUN_000564-T1,Peve_00041880,Pocillopora_meandrina_HIv1___TS.g4968.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00134,three_way,59.7515,FUN_000568-T1,Peve_00034143,Pocillopora_meandrina_HIv1___RNAseq.g2453.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00135,three_way,73.191,FUN_000569-T1,Peve_00034755,Pocillopora_meandrina_HIv1___RNAseq.g2452.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00136,three_way,62.78066666666667,FUN_000570-T1,Peve_00034728,Pocillopora_meandrina_HIv1___RNAseq.g2451.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00137,three_way,68.503,FUN_000574-T1,Peve_00034745,Pocillopora_meandrina_HIv1___TS.g4950.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00138,three_way,77.08166666666666,FUN_000576-T1,Peve_00034748,Pocillopora_meandrina_HIv1___RNAseq.g2437.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00139,three_way,60.07216666666667,FUN_000577-T1,Peve_00034749,Pocillopora_meandrina_HIv1___RNAseq.g2436.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00140,three_way,56.79733333333333,FUN_000578-T1,Peve_00034754,Pocillopora_meandrina_HIv1___TS.g4935.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00141,three_way,44.83516666666667,FUN_000580-T1,Peve_00034764,Pocillopora_meandrina_HIv1___RNAseq.g29301.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00142,three_way,59.576166666666666,FUN_000582-T1,Peve_00034702,Pocillopora_meandrina_HIv1___TS.g6501.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00143,three_way,50.52733333333334,FUN_000585-T1,Peve_00034705,Pocillopora_meandrina_HIv1___RNAseq.g29297.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00144,three_way,63.92666666666666,FUN_000586-T1,Peve_00025314,Pocillopora_meandrina_HIv1___TS.g6498.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_00145,three_way,87.40333333333334,FUN_000588-T1,Peve_00025320,Pocillopora_meandrina_HIv1___RNAseq.g29293.t3,basic_analysis,medium,3,high,core_conserved,high,
OG_00146,three_way,71.13566666666667,FUN_000591-T1,Peve_00025321,Pocillopora_meandrina_HIv1___RNAseq.g29291.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00147,three_way,64.05,FUN_000592-T1,Peve_00025298,Pocillopora_meandrina_HIv1___RNAseq.g29290.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00148,three_way,64.65866666666666,FUN_000593-T1,Peve_00025299,Pocillopora_meandrina_HIv1___RNAseq.g29289.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00149,three_way,74.10266666666666,FUN_000595-T1,Peve_00041242,Pocillopora_meandrina_HIv1___RNAseq.g29286.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_00150,three_way,84.07066666666667,FUN_000596-T1,Peve_00041271,Pocillopora_meandrina_HIv1___RNAseq.g29285.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_00151,three_way,56.596,FUN_000597-T1,Peve_00041252,Pocillopora_meandrina_HIv1___RNAseq.g29284.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_00152,three_way,76.453,FUN_000606-T1,Peve_00041267,Pocillopora_meandrina_HIv1___RNAseq.13383_t,basic_analysis,medium,3,medium,core_conserved,high,
OG_00153,three_way,77.315,FUN_000607-T1,Peve_00041268,Pocillopora_meandrina_HIv1___RNAseq.g2497.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00154,three_way,75.2995,FUN_000608-T1,Peve_00041270,Pocillopora_meandrina_HIv1___RNAseq.g2496.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00155,three_way,64.93366666666667,FUN_000609-T1,Peve_00013321,Pocillopora_meandrina_HIv1___RNAseq.g1721.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00156,three_way,70.32433333333333,FUN_000610-T1,Peve_00013320,Pocillopora_meandrina_HIv1___RNAseq.g1720.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_00157,three_way,81.25433333333334,FUN_000612-T1,Peve_00023943,Pocillopora_meandrina_HIv1___RNAseq.g1719.t1,basic_analysis,medium,3,high,core_conserved,high,
